num,Database,herb,Ingredient_Name,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,CHEMBL
341,TCMSP,bingpian,(5S)-1-isopropyl-4-methylbicyclo[3.1.0]hex-3-ene,MOL000914,NO,,,,"ADH1C,GABRA1,PTGS2,CHRM2",,,"GABRA1,PTGS2,CHRM2,ADH1C",
342,TCMSP,bingpian,LINALOOL (D),MOL000920,NO,,,,"RXRA,SLC6A4,ADRA1B,PTGS1,ADH1C,GABRA1,ADRA2A,CHRM1,PTGS2,MAOB,ADRA1A,CHRM2,CHRM3,LTA4H,LYZ,ADRB1,ADRB2,SLC6A3,SLC6A2",,,"MAOB,RXRA,SLC6A4,ADRA1B,PTGS1,ADRA1A,ADH1C,CHRM2,CHRM3,GABRA1,ADRA2A,CHRM1,LTA4H,PTGS2,LYZ,ADRB1,ADRB2,SLC6A3,SLC6A2",
344,TCMSP,bingpian,ZINC00968101,MOL002023,NO,,,,,,,,
346,TCMSP,bingpian,asiatic acid,MOL006861,119034,Exist,,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O,,"IFNG,AKR1B10,AKR1B1","PTPRF,GPBAR1,PTPN1,F3,PTPN2,ACP1,AKR1B10","PTPRF,GPBAR1,PTPN1,IFNG,F3,PTPN2,AKR1B1,ACP1,AKR1B10",CHEMBL404313
347,TCMSP,bingpian,bronyl acetate,MOL006862,NO,,,,,,,,
349,TCMSP,bingpian,dipterocarpol,MOL006865,441676,Exist,,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)O)C,,,,,CHEMBL224816
350,TCMSP,bingpian,Isosafrole,MOL006866,637796,Exist,,CC=CC1=CC2=C(C=C1)OCO2,"MAOB,ADRA1D,ADRA2A,MAOA,ADRA1B,CHRM1,LTA4H,PTGS1,PTGS2,ADRB1,ADRB2,ADRA1A,ADRA2C,SLC6A3,SLC6A2,CHRM2",TDP1,,"MAOB,ADRA1B,PTGS1,ADRA1A,TDP1,ADRA2C,CHRM2,ADRA1D,ADRA2A,MAOA,CHRM1,LTA4H,PTGS2,ADRB1,ADRB2,SLC6A3,SLC6A2",CHEMBL487603
351,TCMSP,bingpian,alpha-pinenepinene,MOL006867,NO,,,,"PTGS2,ADH1C",,,"PTGS2,ADH1C",
352,TCMSP,bingpian,beta-terpineol,MOL006868,8748,Exist,,CC(=C)C1CCC(CC1)(C)O,"CHRM3,GABRA1,CHRM1,ADRA1A,SLC6A2,CHRM2",,,"CHRM3,GABRA1,CHRM1,ADRA1A,SLC6A2,CHRM2",CHEMBL3184678
353,TCMID,danshen,"1,2-dihydro-quinone Salvia",,NO,,,,,,,,
354,TCMID,danshen,"1,2-dihydrotanshiquinone",,NO,,,,,,,,
355,TCMID,danshen,1-hydroxytaxinine a,,NO,,,,,,,,
356,TCMID,danshen,1-keto-isocryptotanshinone,,NO,,,,,,,,
357,TCMID,danshen,"15,16-dihydrotanshinone i",,11425923,Exist,++,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C(C=CC=C43)C,,"ACHE,CES1,MAPK11,MAPK3,MAPK1,ELAVL1,PTPN6,VDR,PTPN11,HIF1A,EPAS1,GAPDH,MAPK12,MAPK13,MAPK14,CES2","ACHE,PTPN11,CES1,ELAVL1,PTPN6,CES2","ACHE,CES1,MAPK11,MAPK3,MAPK1,ELAVL1,PTPN6,VDR,PTPN11,HIF1A,EPAS1,GAPDH,MAPK12,MAPK13,MAPK14,CES2",CHEMBL227075
358,TCMID,danshen,"2-isopropyl-8-methylphenanthrene-3,4-dione(r0-090680)",,NO,,,,,,,,
359,TCMID,danshen,"3,4-dihydroxybenzoicacid",,72,Exist,-+,C1=CC(=C(C=C1C(=O)O)O)O,,"POLB,CA14,CA9,CA12,PSMB5,GFER,CA2,CA7,CA6,GALR3,GAA,CA4,CA1","CA14,CA9,CA12,CA2,CA7,CA6,CA4,CA1","POLB,CA14,CA9,CA12,PSMB5,GFER,CA2,CA7,CA6,GALR3,GAA,CA4,CA1",CHEMBL37537
360,TCMID,danshen,3-beta-hydroxymethylenetanshiquinone,,NO,,,,,,,,
361,TCMID,danshen,3beta-hydroxytanshinone iia,,NO,,,,,,,,
362,TCMID,danshen,3alpha-hydroxytanshinone iia,,14610644,,+-,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCC(C4(C)C)O,,,"EED,SUZ12,PTPN6,RBBP7,RBBP4,EZH2,CES2","EED,SUZ12,RBBP7,RBBP4,PTPN6,EZH2,CES2",
363,TCMID,danshen,3beta-hydroxytanshinone iia,,NO,,,,,,,,
364,TCMID,danshen,4-methyl salicylaldehyde,,61200,,++,CC1=CC(=C(C=C1)C=O)O,,,,,
365,TCMID,danshen,6-hydroxymethyllumazin,,NO,,,,,,,,
366,TCMID,danshen,baicalin,,64982,Exist,--,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,,"PRKAA1,PREP,PRKAG1,PRKAG3,CCNB1,CDK1,PRKAB2,PRKAG2,CYP1A2,AKT1,PRKAB1,PRKAA2",,"PRKAA1,PREP,PRKAG1,PRKAG3,CCNB1,CDK1,PRKAB2,PRKAG2,CYP1A2,PRKAA2,AKT1,PRKAB1",CHEMBL485818
367,TCMID,danshen,caffeic acid,,689043,Exist,-+,C1=CC(=C(C=C1C=CC(=O)O)O)O,,"CA9,MMP9,HDAC2,HSP90AB1,HDAC9,HDAC1,CA14,HDAC6,ALOX5,HDAC11,PTPN1,CA2,MMP2,AKR1B10,CA5A,MPI,CA12,MCL1,CA6,GLS,CA5B,HDAC5,AKR1B1,HSP90AA1,DPP4,HDAC7,CA4,CA1,HDAC3,APP,MMP1,CA3,NTMT1,GAPDH,ESR2,ALPL,HDAC4,GFER,HDAC8,CA7,GAA,HDAC10","CA9,MMP9,SNCA,CA14,PTPN1,EGFR,CA2,MMP2,CA5A,CA12,CA6,AKR1B1,CA5B,CA4,CA1,MMP1,CA3,ESR2,CA7","CA9,MMP9,HDAC2,HSP90AB1,HDAC9,HDAC1,SNCA,CA14,HDAC6,ALOX5,HDAC11,PTPN1,EGFR,CA2,MMP2,AKR1B10,CA5A,MPI,CA12,MCL1,CA6,GLS,CA5B,HDAC5,AKR1B1,HSP90AA1,DPP4,HDAC7,CA4,CA1,HDAC3,APP,MMP1,CA3,NTMT1,GAPDH,ESR2,ALPL,HDAC4,GFER,HDAC8,CA7,GAA,HDAC10",CHEMBL145
368,TCMID,danshen,caffeicacid,,689043,Exist,-+,C1=CC(=C(C=C1C=CC(=O)O)O)O,,"CA9,MMP9,HDAC2,HSP90AB1,HDAC9,HDAC1,CA14,HDAC6,ALOX5,HDAC11,PTPN1,CA2,MMP2,AKR1B10,CA5A,MPI,CA12,MCL1,CA6,GLS,CA5B,HDAC5,AKR1B1,HSP90AA1,DPP4,HDAC7,CA4,CA1,HDAC3,APP,MMP1,CA3,NTMT1,GAPDH,ESR2,ALPL,HDAC4,GFER,HDAC8,CA7,GAA,HDAC10","CA9,MMP9,SNCA,CA14,PTPN1,EGFR,CA2,MMP2,CA5A,CA12,CA6,AKR1B1,CA5B,CA4,CA1,MMP1,CA3,ESR2,CA7","CA9,MMP9,HDAC2,HSP90AB1,HDAC9,HDAC1,SNCA,CA14,HDAC6,ALOX5,HDAC11,PTPN1,EGFR,CA2,MMP2,AKR1B10,CA5A,MPI,CA12,MCL1,CA6,GLS,CA5B,HDAC5,AKR1B1,HSP90AA1,DPP4,HDAC7,CA4,CA1,HDAC3,APP,MMP1,CA3,NTMT1,GAPDH,ESR2,ALPL,HDAC4,GFER,HDAC8,CA7,GAA,HDAC10",CHEMBL145
369,TCMID,danshen,carnosol,,442009,Exist,+-,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O,,"PTGES,PNLIP",PTGES,"PTGES,PNLIP",CHEMBL218693
370,TCMID,danshen,cryptanshinone,,NO,,,,,,,,
371,TCMID,danshen,cryptotanshinone,,160254,Exist,++,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,,"PTPRF,CES1,PAFAH1B3,KCNK3,PLK1,MITF,GSTO1,UCHL5,VDR,PLA2G7,PAFAH2,HIF1A,PTPRC,RAPGEF3,PTPN1,STAT3,BAZ2B,PIP4K2A,GMNN,ACHE,POLB,POLH,TDP1,PTPN6,CFTR,ALDH1A1,MAPT,PTPN11,EPAS1,USP1,POLI,STAT1,SMAD3,CES2","ACHE,CES1,STAT3,PTPN6,CES2","PTPRF,CES1,PAFAH1B3,KCNK3,PLK1,MITF,GSTO1,UCHL5,VDR,PLA2G7,PAFAH2,HIF1A,PTPRC,RAPGEF3,PTPN1,STAT3,BAZ2B,PIP4K2A,GMNN,ACHE,POLB,POLH,TDP1,PTPN6,CFTR,ALDH1A1,MAPT,PTPN11,EPAS1,USP1,POLI,STAT1,SMAD3,CES2",CHEMBL187460
372,TCMID,danshen,cryptoxanthin,,5281235,,+-,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,,,"RARG,RORB,RXRA,RARA,RORA,RARB,RXRB,RXRG,RBP4","RARG,RORB,RBP4,RXRA,RARA,RORA,RARB,RXRB,RXRG",
373,TCMID,danshen,"D(+)3-13,4 hydroxy acid",,NO,,,,,,,,
374,TCMID,danshen,Dan phenolic acid C,,NO,,,,,,,,
375,TCMID,danshen,Dan phenolic acid D,,NO,,,,,,,,
376,TCMID,danshen,Dan phenolic acid E,,NO,,,,,,,,
377,TCMID,danshen,Dan phenolic acid F,,NO,,,,,,,,
378,TCMID,danshen,Dan phenolic acid G,,NO,,,,,,,,
379,TCMID,danshen,Dan phenolic acid H,,NO,,,,,,,,
380,TCMID,danshen,Dan phenolic acid I,,NO,,,,,,,,
381,TCMID,danshen,dan shen-spiroketallactone,,NO,,,,,,,,
382,TCMID,danshen,danchensu,,NO,,,,,,,,
383,TCMID,danshen,danshen spiroketallactone,,NO,,,,,,,,
384,TCMID,danshen,danshenol a,,3083514,Exist,+-,CC1COC2=C1C(=O)C(C3=C2C=CC4=C(C=CC=C43)C)(CC(=O)C)O,,,,,CHEMBL2261306
385,TCMID,danshen,danshenol b,,3083515,Exist,+-,CC1COC2=C1C(=O)C(C3=C2C=CC4=C3CCCC4(C)C)(CC(=O)C)O,,,CES2,CES2,CHEMBL2261307
386,TCMID,danshen,danshenspiroketallactone,,NO,,,,,,,,
387,TCMID,danshen,danshensu,,11600642,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)O)O)O,,,FYN,FYN,CHEMBL4218391
388,TCMID,danshen,danshensuan b,,11629084,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,,,"CA7,CA4","CA7,CA4",CHEMBL3747259
389,TCMID,danshen,danshenxinkun a,,149138,Exist,-+,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C(=C3O)C(C)CO,,,,,CHEMBL390741
390,TCMID,danshen,danshenxinkun b,,5320113,,-+,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C(=C3O)C(C)C,,,,,
391,TCMID,danshen,danshenxinkun c,,5320114,,-+,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C(=C3O)C,,,,,
392,TCMID,danshen,danshenxinkun d,,127172,,+-,CC1COC2=C(C1(C)CO)C(=O)C3=C(C2=O)C4=CC=CC(=C4C=C3)C,,,,,
393,TCMID,danshen,daphneolone,,5316300,Exist,--,C1=CC=C(C=C1)CCC(CC(=O)C2=CC=C(C=C2)O)O,,"NR0B1,DPP4,TARDBP",,"NR0B1,DPP4,TARDBP",CHEMBL1724888
394,TCMID,danshen,daucosterol,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
395,TCMID,danshen,dauricine,,73400,Exist,+-,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)OC,,KCNH2,"DRD4,DRD2","DRD2,KCNH2,DRD4",CHEMBL442717
396,TCMID,danshen,dehydromiltirone,,3082765,,++,CC(C)C1=CC2=C(C3=C(C=C2)C(CC=C3)(C)C)C(=O)C1=O,,,,,
397,TCMID,danshen,dehydromorroniaglycone,,NO,,,,,,,,
398,TCMID,danshen,dehydrotremetone,,324281,Exist,++,CC(=C)C1=CC2=C(O1)C=CC(=C2)C(=O)C,,,,,
399,TCMID,danshen,Different tanshinone ¢ò,,NO,,,,,,,,
400,TCMID,danshen,dihydroisotanshinone i,,89406,,++,CC1COC2=C1C(=O)C3=C(C2=O)C4=CC=CC(=C4C=C3)C,,,"PTPN6,CES2,ELAVL1","ELAVL1,CES2,PTPN6",
401,TCMID,danshen,dihydrokaranone,,NO,,,,,,,,
402,TCMID,danshen,dihydrotanshinone i,,11425923,Exist,++,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C(C=CC=C43)C,,"ACHE,CES1,MAPK11,MAPK3,MAPK1,ELAVL1,PTPN6,VDR,PTPN11,HIF1A,EPAS1,GAPDH,MAPK12,MAPK13,MAPK14,CES2","ACHE,PTPN11,CES1,ELAVL1,PTPN6,CES2","ACHE,CES1,MAPK11,MAPK3,MAPK1,ELAVL1,PTPN6,VDR,PTPN11,HIF1A,EPAS1,GAPDH,MAPK12,MAPK13,MAPK14,CES2",CHEMBL227075
403,TCMID,danshen,Dihydrotanshinone ¢ñ,,NO,,,,,,,,
404,TCMID,danshen,dihydrovalepotriate,,5218261,,+-,CC(C)CC(=O)OCC1=COC(C2C1CC(C23CO3)OC(=O)C)OC(=O)CC(C)C,,,,,
405,TCMID,danshen,epidanshenspiroketallactone,,102004791,,++,CC1CC2(C3=C(C4=CC=CC(=C4C=C3)C)C(=O)O2)OC1,,,,,
406,TCMID,danshen,ferruginol,,442027,Exist,+-,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C)C)O,,,,,CHEMBL197308
407,TCMID,danshen,ferulic acid,,445858,Exist,++,COC1=C(C=CC(=C1)C=CC(=O)O)O,,"APP,CA14,CA9,CA3,CA12,GFER,CA2,CA7,CA6,CA5B,FXN,CA4,CA5A,CA1","CA9,TRPV1,MMP9,PTGS1,FOS,F3,ALOX15,MET,CA14,CA13,ALOX5,BACE1,PTPN1,MAOA,CA2,PTGES,EP300,MMP2,CA5A,TTR,GLO1,CISD1,ALPI,MAOB,CA12,NFE2L2,CA6,CA5B,CA4,CA1,APP,MMP1,MAPT,CA3,TLR9,CA7,NFKB1,JUN,IKBKG","CA9,TRPV1,MMP9,PTGS1,FOS,F3,ALOX15,MET,CA14,CA13,ALOX5,BACE1,PTPN1,MAOA,CA2,PTGES,EP300,MMP2,CA5A,TTR,GLO1,CISD1,ALPI,MAOB,CA12,NFE2L2,CA6,CA5B,CA4,CA1,APP,MMP1,MAPT,CA3,TLR9,GFER,CA7,NFKB1,FXN,JUN,IKBKG",CHEMBL32749
408,TCMID,danshen,Four methyl Dan phenolic acid F,,NO,,,,,,,,
409,TCMID,danshen,gamma-sitosterol,,457801,Exist,++,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,,"CYP17A1,RORC,AR,ESR2,NPC1L1,NR1H2,SREBF2,NR1H3,SHBG,ESR1","CYP17A1,RORC,AR,NPC1L1,ESR2,NR1H2,SREBF2,NR1H3,SHBG,ESR1",
410,TCMID,danshen,hespereticacid,,NO,,,,,,,,
411,TCMID,danshen,heteratisine,,73527,Exist,++,CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C,,,,,CHEMBL4070917
412,TCMID,danshen,Hydroxy Tan,,NO,,,,,,,,
413,TCMID,danshen,hydroxytanshinone,,5318349,,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3C(CCC4(C)C)O,,,"EED,SUZ12,PTPN6,RBBP7,RBBP4,EZH2,CES2","EED,SUZ12,RBBP7,RBBP4,PTPN6,EZH2,CES2",
414,TCMID,danshen,Iso Cryptotanshinone,,NO,,,,,,,,
415,TCMID,danshen,ISO Dan phenolic acid C,,NO,,,,,,,,
416,TCMID,danshen,isocryptotanshinone,,626608,,++,CC1COC2=C1C(=O)C3=C(C2=O)C4=C(C=C3)C(CCC4)(C)C,,,"CES2,CES1","CES2,CES1",
417,TCMID,danshen,isocucurbitacin d,,6325422,Exist,+-,CC1(C(C(=O)CC2C1=CCC3C2(C(=O)CC4(C3(CC(C4C(C)(C(=O)C=CC(C)(C)O)O)O)C)C)C)O)C,,,ITGAL,ITGAL,CHEMBL1765382
418,TCMID,danshen,isoferulic acid,,736186,Exist,++,COC1=C(C=C(C=C1)C=CC(=O)O)O,,"MC4R,NR5A2,NCOA1,NCOA3","CA9,MMP9,CA14,ALOX5,BACE1,PTPN1,CA2,MMP2,CA5A,BCHE,ABCB1,CA12,TUBB1,TUBB3,NFE2L2,CA6,CA5B,CA1,APP,MMP1,MAPT,CA3,CA7,CYP1B1","CA9,BCHE,ABCB1,MMP9,CA12,TUBB1,TUBB3,MC4R,NFE2L2,CA6,CA5B,NCOA3,NCOA1,CA1,APP,CA14,NR5A2,MMP1,MAPT,CA3,ALOX5,BACE1,PTPN1,CA2,CA7,CYP1B1,MMP2,CA5A",CHEMBL233295
419,TCMID,danshen,isotanshinone i,,623940,,++,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C4=C(C3=O)C(=CO4)C,,,"EED,SUZ12,EZH2,PTPN6,CES2","EED,SUZ12,EZH2,PTPN6,CES2",
420,TCMID,danshen,isotanshinone ii,,44425166,Exist,++,CC1=C2C=CC3=C(C2=CC=C1)C4=C(C(=CO4)C)C(=O)C3=O,,,"EED,SUZ12,EZH2,PTPN6,CES2","EED,SUZ12,EZH2,PTPN6,CES2",CHEMBL227131
421,TCMID,danshen,isotanshinone iia,,626354,,++,CC1=COC2=C1C(=O)C3=C(C2=O)C4=C(C=C3)C(CCC4)(C)C,,,"EED,CES1,SUZ12,EZH2,PTPN6,CES2","EED,CES1,SUZ12,EZH2,PTPN6,CES2",
422,TCMID,danshen,isotenulin,,442265,,+-,CC1CC2C(C(C(=O)O2)C)C(C3(C1C=CC3=O)C)OC(=O)C,,,,,
423,TCMID,danshen,labiatenicacid,,NO,,,,,,,,
424,TCMID,danshen,lithospermate b,,6451084,,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,,,"CA7,CA4","CA7,CA4",CHEMBL1615434
425,TCMID,danshen,lithospermic acid,,6441498,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)O)O)O,,"CA7,CA12,CA4","CA7,CA12,CA4","CA7,CA12,CA4",CHEMBL518243
426,TCMID,danshen,lithospermicacid b,,NO,,,,,,,,
427,TCMID,danshen,lithospernic acid,,NO,,,,,,,,
428,TCMID,danshen,magnesium lithospermate b,,6918234,Exist,+-,C1=CC(=C(C=C1CC(C(=O)[O-])OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)[O-])O)O.[Mg+2],,,,,CHEMBL39993
429,TCMID,danshen,Methyl ester,,NO,,,,,,,,
430,TCMID,danshen,methyl tanshinonate,,14610613,Exist,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C(=O)OC,,"EED,HIF1A,EPAS1,SUZ12,EZH2","EED,SUZ12,RBBP7,EZH2,PTPN6,RBBP4,CES2","EED,SUZ12,HIF1A,EPAS1,RBBP7,EZH2,PTPN6,RBBP4,CES2",CHEMBL2146517
431,TCMID,danshen,methylene tanshinquinone,,NO,,,,,,,,
432,TCMID,danshen,methyltanshinonte,,NO,,,,,,,,
433,TCMID,danshen,miltionone i,,NO,,,,,,,,
434,TCMID,danshen,miltionone ii,,NO,,,,,,,,
435,TCMID,danshen,miltipolone,,10086184,Exist,+-,CC1=C(C(=O)C=C2C(=C1)C3CC4C2(CCCC4(C)C)CO3)O,,,,,CHEMBL1761193
436,TCMID,danshen,miltirone,,160142,Exist,++,CC(C)C1=CC2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O,,"ABCB1,CES1,MAPK13,MAPK12,MAPK3,MAPK1,MAPK11,MAPK14,CES2","CES2,CES1","ABCB1,CES1,MAPK12,MAPK13,MAPK3,MAPK1,MAPK11,MAPK14,CES2",CHEMBL45830
437,TCMID,danshen,mimengoside a,,101625627,,+-,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(C(OC(C3OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)CO)CCC7(C6C=CC89C7(CCC1(C8CC(CC1)(C)C)CO9)C)C)C)C)O)CO)O)O)O,,,,,
438,TCMID,danshen,mitirone,,NO,,,,,,,,
439,TCMID,danshen,mono-o-methylwightin,,NO,,,,,,,,
440,TCMID,danshen,monomethyl lithospermate,,95224420,,--,COC(=O)C1C(OC2=C(C=CC(=C12)C=CC(=O)OC(CC3=CC(=C(C=C3)O)O)C(=O)O)O)C4=CC(=C(C=C4)O)O,,,,,
441,TCMID,danshen,neocrycasin a,,NO,,,,,,,,
442,TCMID,danshen,neocryptotanshinone,,184103,Exist,+-,CC(CO)C1=C(C2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O)O,,,"CDC25A,CDC25B","CDC25A,CDC25B",CHEMBL1209715
443,TCMID,danshen,neocryptotanshinone ii,,15690458,Exist,++,CC(C)C1=C(C2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O)O,,,"CDC25A,CDC25B,CES2","CDC25A,CDC25B,CES2",CHEMBL1813345
444,TCMID,danshen,neotanshinone b,,NO,,,,,,,,
445,TCMID,danshen,neotanshinone c,,NO,,,,,,,,
446,TCMID,danshen,neotigogenin,,12304433,Exist,+-,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1,,,EBP,EBP,CHEMBL3808706
447,TCMID,danshen,nortanshinone,,10062187,,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4=O,,,"CES2,PTPN6","CES2,PTPN6",
448,TCMID,danshen,nortrachelogenin,,394846,Exist,++,COC1=C(C=CC(=C1)CC2COC(=O)C2(CC3=CC(=C(C=C3)O)OC)O)O,,,,,
449,TCMID,danshen,o-methyltaxodine,,NO,,,,,,,,
450,TCMID,danshen,oleoyl danshenxinkun a,,10415411,Exist,+-,CCCCCCCCC=CCCCCCCCC(=O)OCC(C)C1=C(C2=C(C3=CC=CC(=C3C=C2)C)C(=O)C1=O)O,,,,,CHEMBL473262
451,TCMID,danshen,oleoylneocryptotanshinone,,NO,,,,,,,,
452,TCMID,danshen,oxalic acid,,971,Exist,+-,C(=O)(C(=O)O)O,,,,,CHEMBL146755
453,TCMID,danshen,protocatechuic acid-3-glucoside,,11972438,,--,C1=CC(=C(C=C1C(=O)O)OC2C(C(C(C(O2)CO)O)O)O)O,,,AKR1B1,AKR1B1,
454,TCMID,danshen,protocatechuicaldehyde,,NO,,,,,,,,
455,TCMID,danshen,przewaquinone b,,622085,Exist,+-,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4CO,,,"EED,SUZ12,EZH2,PTPN6,CES2","EED,SUZ12,EZH2,PTPN6,CES2",CHEMBL4070130
456,TCMID,danshen,"Purple Salvia A prime, B prime, prime amyl",,NO,,,,,,,,
457,TCMID,danshen,Rosemary acid,,5281792,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,,"POLB,EIF4H,TTR,UBA2,MCL1,THRB,UBE2I,RGS12,AKR1B1,MITF,FYN,GNAI1,APP,MMP1,MAPT,BLM,GAPDH,PABPC1,BAZ2B,SRC,JUN,LCK,SAE1,HSD17B2","TTR,MMP1,XDH,MMP9,MCL1,CA7,AKR1B1,FYN,MMP2,CA4","POLB,EIF4H,TTR,UBA2,MMP9,MCL1,THRB,UBE2I,RGS12,AKR1B1,MITF,FYN,CA4,GNAI1,APP,MMP1,MAPT,BLM,XDH,GAPDH,PABPC1,BAZ2B,SRC,CA7,JUN,MMP2,LCK,SAE1,HSD17B2",CHEMBL324842
458,TCMID,danshen,rosmarinicacid methyl ester,,NO,,,,,,,,
459,TCMID,danshen,rosmarinine,,5281745,,+-,CC=C1CC(C(C(=O)OCC2C(CN3C2C(CC3)OC1=O)O)(C)O)C,,,,,
460,TCMID,danshen,rutin,,5280805,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,,"PRSS3,EIF4H,ACHE,POLB,PRSS2,MPI,ALPI,POLK,MITF,ADRA2C,ESR1,PRSS1,RELA,DLD,NMUR2,ADRA2A,NFKB2,GFER,PABPC1,GSK3B,NFKB1,GAA,AKR1B10,EPHX2","ACHE,NOX4,NMUR2,ALPI,XDH,CA12,ADRA2A,CA7,P4HB,AKR1B1,ADRA2C,CA4","PRSS3,EIF4H,NOX4,MITF,POLK,ADRA2C,PRSS1,ESR1,RELA,DLD,ADRA2A,PABPC1,GSK3B,AKR1B10,PRSS2,POLB,ACHE,MPI,ALPI,CA12,P4HB,AKR1B1,CA4,NMUR2,XDH,NFKB2,GFER,CA7,NFKB1,GAA,EPHX2",CHEMBL226335
461,TCMID,danshen,Sal A,,NO,,,,,,,,
462,TCMID,danshen,salb,,NO,,,,,,,,
463,TCMID,danshen,salonitenolide,,5281498,Exist,++,CC1=CCCC(=CC2C(C(C1)O)C(=C)C(=O)O2)CO,,,,,CHEMBL270061
464,TCMID,danshen,Salvia acid B,,NO,,,,,,,,
465,TCMID,danshen,Salvia acid C,,NO,,,,,,,,
466,TCMID,danshen,Salvia acid methyl ester,,NO,,,,,,,,
467,TCMID,danshen,Salvia alcohol ¢ñ,,NO,,,,,,,,
468,TCMID,danshen,Salvia alcohol ¢ò,,NO,,,,,,,,
469,TCMID,danshen,Salvia alcohol ¢ó,,NO,,,,,,,,
470,TCMID,danshen,Salvia diol A,,NO,,,,,,,,
471,TCMID,danshen,Salvia diol B,,NO,,,,,,,,
472,TCMID,danshen,Salvia diol c,,NO,,,,,,,,
473,TCMID,danshen,Salvia lactone,,NO,,,,,,,,
474,TCMID,danshen,Salvia new one,,NO,,,,,,,,
475,TCMID,danshen,Salvia new one ¢ô,,NO,,,,,,,,
476,TCMID,danshen,Salvia phenol potassium,,NO,,,,,,,,
477,TCMID,danshen,Salvia potassium,,NO,,,,,,,,
478,TCMID,danshen,Salvia propionic acid,,NO,,,,,,,,
