Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
GTF2IRD2P1,0,0,2.52,0.025400665,0,0,0.008466888
LINC01128,0,0,0,0,3.37,0.025399457,0.008466486
MIR1-1HG,0,0,0,0,3.37,0.025399457,0.008466486
TARM1,0,0,0,0,3.37,0.025399457,0.008466486
NPIPB2,0,0,0,0,3.37,0.025399457,0.008466486
TRIM60,0,0,0,0,3.37,0.025399457,0.008466486
OAS1C,0,0,0,0,3.37,0.025399457,0.008466486
ZNF837,0,0,0,0,3.37,0.025399457,0.008466486
RNU6-1,0,0,0,0,3.37,0.025399457,0.008466486
LINC01963,0,0,0,0,3.37,0.025399457,0.008466486
LINC01160,0,0,0,0,3.37,0.025399457,0.008466486
LCE2C,0,0,0,0,3.37,0.025399457,0.008466486
PCDHGB2,0,0,0,0,3.37,0.025399457,0.008466486
ZNF320,0,0,0,0,3.37,0.025399457,0.008466486
LINC02693,0,0,0,0,3.37,0.025399457,0.008466486
MRFAP1L1,0,0,0,0,3.37,0.025399457,0.008466486
ZFP82,0,0,0,0,3.37,0.025399457,0.008466486
C22ORF34,0,0,0,0,3.37,0.025399457,0.008466486
HHATL,0,0,0,0,3.37,0.025399457,0.008466486
RT1-N1,0,0,0,0,3.37,0.025399457,0.008466486
PRR34-AS1,0,0,0,0,3.37,0.025399457,0.008466486
RNU6-15P,0,0,0,0,3.37,0.025399457,0.008466486
ZNF354B,0,0,0,0,3.37,0.025399457,0.008466486
ZNF781,0,0,0,0,3.37,0.025399457,0.008466486
C11ORF21,0,0,0,0,3.37,0.025399457,0.008466486
C17ORF99,0,0,0,0,3.37,0.025399457,0.008466486
ZNF646,0,0,0,0,3.37,0.025399457,0.008466486
ZNF667-AS1,0,0,0,0,3.37,0.025399457,0.008466486
PSAT1P3,0,0,0,0,3.37,0.025399457,0.008466486
LRRC63,0,0,0.59,0.005946981,2.58,0.019445282,0.008464088
POU5F1B,0,0,0,0,3.36,0.025324088,0.008441363
NIBAN3,0,0,0,0,3.36,0.025324088,0.008441363
ZFP948,0,0,0,0,3.36,0.025324088,0.008441363
SLFN9,0,0,0,0,3.36,0.025324088,0.008441363
ZFP760,0,0,0,0,3.36,0.025324088,0.008441363
ZNF286A,0,0,0,0,3.36,0.025324088,0.008441363
UQCC1,0,0,0,0,3.35,0.025248719,0.00841624
IRX4A,0,0,0,0,3.35,0.025248719,0.00841624
RUNDC1,0,0,0,0,3.35,0.025248719,0.00841624
LHX8A,0,0,0,0,3.35,0.025248719,0.00841624
SSTR5-AS1,0,0,0,0,3.35,0.025248719,0.00841624
CED-3,0,0,0,0,3.35,0.025248719,0.00841624
OR7E156P,0,0,0,0,3.35,0.025248719,0.00841624
PDLIM5B,0,0,0,0,3.35,0.025248719,0.00841624
UQCR,0,0,0,0,3.35,0.025248719,0.00841624
PCDHB16,0,0,0,0,3.35,0.025248719,0.00841624
TTC22,0,0,0,0,3.35,0.025248719,0.00841624
FAM163A,0,0,0,0,3.35,0.025248719,0.00841624
MIR181B-1,0,0,0,0,3.35,0.025248719,0.00841624
MARCKSL1-PS4,0,0,0,0,3.35,0.025248719,0.00841624
MIR644A,0,0,0,0,3.35,0.025248719,0.00841624
NECTIN3B,0,0,0,0,3.35,0.025248719,0.00841624
ESF1,0,0,0,0,3.35,0.025248719,0.00841624
PCDH10B,0,0,0,0,3.35,0.025248719,0.00841624
KRT6,0,0,0,0,3.35,0.025248719,0.00841624
LRFN5,0,0,0,0,3.35,0.025248719,0.00841624
DELE1,0,0,0,0,3.35,0.025248719,0.00841624
VSTM1,0,0,0.39,0.003931055,2.82,0.021254145,0.008395067
MIR5189,0,0,0,0,3.34,0.025173349,0.008391116
CSL,0,0,0,0,3.34,0.025173349,0.008391116
IGKV4-86,0,0,0,0,3.34,0.025173349,0.008391116
DLX,0,0,0,0,3.34,0.025173349,0.008391116
TRBV14,0,0,0,0,3.34,0.025173349,0.008391116
MRCL3,0,0,0,0,3.34,0.025173349,0.008391116
LINC01515,0,0,0,0,3.34,0.025173349,0.008391116
C12ORF65,0,0,0,0,3.34,0.025173349,0.008391116
SNORD25,0,0,0,0,3.34,0.025173349,0.008391116
RAD23AA,0,0,0,0,3.34,0.025173349,0.008391116
TNNI4B.3,0,0,0,0,3.34,0.025173349,0.008391116
LINC00852,0,0,0,0,3.34,0.025173349,0.008391116
RPS2-PS10,0,0,0,0,3.34,0.025173349,0.008391116
SNORD71,0,0,0,0,3.34,0.025173349,0.008391116
SNORA29,0,0,0,0,3.34,0.025173349,0.008391116
MIG7,0,0,0,0,3.34,0.025173349,0.008391116
SNAR-D,0,0,0,0,3.34,0.025173349,0.008391116
ZNF18,0,0,0,0,3.34,0.025173349,0.008391116
SNAR-G1,0,0,0,0,3.34,0.025173349,0.008391116
FTH1P7,0,0,0,0,3.34,0.025173349,0.008391116
PPP4R1L-PS,0,0,0,0,3.34,0.025173349,0.008391116
PEA15A,0,0,0,0,3.34,0.025173349,0.008391116
MIR1908,0,0,0,0,3.34,0.025173349,0.008391116
SPATA1,0,0,0,0,3.34,0.025173349,0.008391116
PR,0,0,0,0,3.34,0.025173349,0.008391116
PRAMEF11,0,0,0,0,3.34,0.025173349,0.008391116
IGKV15-103,0,0,0,0,3.34,0.025173349,0.008391116
ZHX1-C8ORF76,0,0,0,0,3.34,0.025173349,0.008391116
ZNF25,0,0,0,0,3.34,0.025173349,0.008391116
WASHC1,0,0,0,0,3.34,0.025173349,0.008391116
INDO,0,0,0,0,3.34,0.025173349,0.008391116
PURPL,0,0,0,0,3.34,0.025173349,0.008391116
ZNF75D,0,0,0,0,3.34,0.025173349,0.008391116
MIR1A-1,0,0,0,0,3.34,0.025173349,0.008391116
SCN1BA,0,0,0,0,3.34,0.025173349,0.008391116
OR5T2,0,0,0,0,3.34,0.025173349,0.008391116
MIR1914,0,0,0,0,3.34,0.025173349,0.008391116
REG2,0,0,0,0,3.34,0.025173349,0.008391116
KRTAP6-3,0,0,0,0,3.34,0.025173349,0.008391116
APOA-I-1,0,0,0,0,3.34,0.025173349,0.008391116
NCBP2AS2,0,0,0,0,3.34,0.025173349,0.008391116
UMAD1,0,0,0,0,3.34,0.025173349,0.008391116
DHRS4L1,0,0,0,0,3.34,0.025173349,0.008391116
PCDHGB7,0,0,0,0,3.34,0.025173349,0.008391116
MIR627,0,0,0,0,3.34,0.025173349,0.008391116
INS-IGF2,0,0,0,0,3.34,0.025173349,0.008391116
MIR5107,0,0,0,0,3.34,0.025173349,0.008391116
CDHR2,0,0,0,0,3.34,0.025173349,0.008391116
H2BW2,0,0,0,0,3.34,0.025173349,0.008391116
MIR618,0,0,0,0,3.34,0.025173349,0.008391116
GYG,0,0,0,0,3.34,0.025173349,0.008391116
GPR115,0,0,0,0,3.34,0.025173349,0.008391116
SPDYE9,0,0,2.49,0.025098276,0,0,0.008366092
NSUN5P2,0,0,2.49,0.025098276,0,0,0.008366092
SERPINA2,0,0,2.49,0.025098276,0,0,0.008366092
IGFN1,0,0,0,0,3.33,0.02509798,0.008365993
GUSBP3,0,0,0,0,3.33,0.02509798,0.008365993
KIF13A,0,0,0,0,3.33,0.02509798,0.008365993
FRG2B,0,0,0,0,3.33,0.02509798,0.008365993
JAFRAC1,0,0,0,0,3.33,0.02509798,0.008365993
BOD1L,0,0,0,0,3.33,0.02509798,0.008365993
RT1-BA,0,0,0,0,3.33,0.02509798,0.008365993
MIR5121,0,0,0,0,3.33,0.02509798,0.008365993
MIR5099,0,0,0,0,3.33,0.02509798,0.008365993
C20ORF203,0,0,0,0,3.33,0.02509798,0.008365993
C10ORF82,0,0,0,0,3.33,0.02509798,0.008365993
H1-9P,0,0,0,0,3.33,0.02509798,0.008365993
FCRL2,0,0,0,0,3.33,0.02509798,0.008365993
C17H12.6,0,0,0,0,3.32,0.025022611,0.00834087
F17E9.5,0,0,0,0,3.32,0.025022611,0.00834087
ATP1A1OS,0,0,0,0,3.32,0.025022611,0.00834087
RPS10-NUDT3,0,0,0,0,3.32,0.025022611,0.00834087
SNORA53,0,0,0,0,3.32,0.025022611,0.00834087
KAAG1,0,0,0,0,3.32,0.025022611,0.00834087
T13F2.9,0,0,0,0,3.32,0.025022611,0.00834087
CASP,0,0,0,0,3.32,0.025022611,0.00834087
DPY19L2P1,0,0,0,0,3.32,0.025022611,0.00834087
GJA9,0,0,0,0,3.32,0.025022611,0.00834087
TTC3P1,0,0,0,0,3.32,0.025022611,0.00834087
MSP-51,0,0,0,0,3.32,0.025022611,0.00834087
GGT3P,0,0,0,0,3.32,0.025022611,0.00834087
SNORD26,0,0,0,0,3.32,0.025022611,0.00834087
MIR301,0,0,0,0,3.32,0.025022611,0.00834087
C6ORF15,0,0,0,0,3.32,0.025022611,0.00834087
DEFA6,0,0,0,0,3.32,0.025022611,0.00834087
MSP-10,0,0,0,0,3.32,0.025022611,0.00834087
DSTNP2,0,0,0,0,3.32,0.025022611,0.00834087
LINC01569,0,0,0,0,3.32,0.025022611,0.00834087
W06H8.2,0,0,0,0,3.32,0.025022611,0.00834087
ZNF417,0,0,0,0,3.32,0.025022611,0.00834087
CATP-3,0,0,0,0,3.32,0.025022611,0.00834087
GST-13,0,0,0,0,3.32,0.025022611,0.00834087
Y69E1A.1,0,0,0,0,3.32,0.025022611,0.00834087
F55G11.4,0,0,0,0,3.32,0.025022611,0.00834087
CSNK2A3,0,0,0,0,3.32,0.025022611,0.00834087
NEURL1A,0,0,0,0,3.32,0.025022611,0.00834087
CT62,0,0,0,0,3.32,0.025022611,0.00834087
CATP-4,0,0,0,0,3.32,0.025022611,0.00834087
KIF25,0,0,0,0,3.32,0.025022611,0.00834087
CYP4F29P,0,0,0,0,3.32,0.025022611,0.00834087
C16C8.4,0,0,0,0,3.32,0.025022611,0.00834087
SERT1,0,0,0,0,3.32,0.025022611,0.00834087
CALML6,0,0,0,0,3.32,0.025022611,0.00834087
EPHA5-AS1,0,0,0,0,3.32,0.025022611,0.00834087
ZNF16,0,0,0,0,3.32,0.025022611,0.00834087
SYCE1,0,0,0,0,3.32,0.025022611,0.00834087
TMPO-AS1,0,0,0,0,3.32,0.025022611,0.00834087
LINC00602,0,0,0,0,3.32,0.025022611,0.00834087
Y69E1A.2,0,0,0,0,3.32,0.025022611,0.00834087
MIR637,0,0,0,0,3.32,0.025022611,0.00834087
NCRUPAR,0,0,0,0,3.32,0.025022611,0.00834087
MSD-2,0,0,0,0,3.32,0.025022611,0.00834087
CLEC-60,0,0,0,0,3.32,0.025022611,0.00834087
MIR663AHG,0,0,0,0,3.32,0.025022611,0.00834087
SLC25A25-AS1,0,0,0,0,3.32,0.025022611,0.00834087
UGT1A2,0,0,0,0,3.32,0.025022611,0.00834087
T01D3.6,0,0,0,0,3.32,0.025022611,0.00834087
TMEM262,0,0,0,0,3.32,0.025022611,0.00834087
SSS-1,0,0,0,0,3.32,0.025022611,0.00834087
GEMIN8P4,0,0,0,0,3.32,0.025022611,0.00834087
FAM181A,0,0,0,0,3.32,0.025022611,0.00834087
MIR320,0,0,0,0,3.32,0.025022611,0.00834087
LINC01011,0,0,0,0,3.32,0.025022611,0.00834087
Y43F8A.2,0,0,0,0,3.32,0.025022611,0.00834087
C32H11.4,0,0,0,0,3.32,0.025022611,0.00834087
UQCRBP1,0,0,0,0,3.32,0.025022611,0.00834087
MIRLET7C1,0,0,0,0,3.32,0.025022611,0.00834087
CLEC-123,0,0,0,0,3.32,0.025022611,0.00834087
ZNF561-AS1,0,0,0,0,3.32,0.025022611,0.00834087
ELK2AP,0,0,0,0,3.32,0.025022611,0.00834087
F56D5.3,0,0,0,0,3.32,0.025022611,0.00834087
Y57G11A.2,0,0,0,0,3.32,0.025022611,0.00834087
TRIM73,0,0,2.48,0.02499748,0,0,0.008332493
MIR877,0,0,0.3,0.003023889,2.91,0.021932469,0.008318786
H2-OA,0,0,0,0,3.31,0.024947241,0.008315747
TMEM102,0,0,0,0,3.31,0.024947241,0.008315747
AAAS,0,0,0,0,3.31,0.024947241,0.008315747
KIAA1614,0,0,0,0,3.31,0.024947241,0.008315747
N4BP2,0,0,0,0,3.31,0.024947241,0.008315747
KLRA15,0,0,0,0,3.31,0.024947241,0.008315747
LOC108228209,0,0,2.47,0.024896684,0,0,0.008298895
LOC108228208,0,0,2.47,0.024896684,0,0,0.008298895
ZNF420,0,0,0,0,3.3,0.024871872,0.008290624
CCDC110,0,0,0,0,3.3,0.024871872,0.008290624
C16ORF70,0,0,0,0,3.3,0.024871872,0.008290624
ZNF626,0,0,0,0,3.3,0.024871872,0.008290624
FAM200A,0,0,0,0,3.3,0.024871872,0.008290624
ZNF510,0,0,0,0,3.3,0.024871872,0.008290624
ZNF354C,0,0,0,0,3.3,0.024871872,0.008290624
CD1D2,0,0,0,0,3.3,0.024871872,0.008290624
C10ORF88,0,0,0,0,3.3,0.024871872,0.008290624
DLGAP1-AS2,0,0,0,0,3.3,0.024871872,0.008290624
ZNF747,0,0,0,0,3.3,0.024871872,0.008290624
ASAH2B,0,0,0,0,3.3,0.024871872,0.008290624
ZNF573,0,0,0,0,3.3,0.024871872,0.008290624
RNY1,0,0,0,0,3.3,0.024871872,0.008290624
ERLEC1,0,0,0,0,3.3,0.024871872,0.008290624
LINC02210,0,0,0,0,3.3,0.024871872,0.008290624
TMEM225,0,0,0.36,0.003628666,2.81,0.021178776,0.008269147
PSG17,0,0,0,0,3.29,0.024796503,0.008265501
TMEM239,0,0,0,0,3.29,0.024796503,0.008265501
OLFR203,0,0,0,0,3.29,0.024796503,0.008265501
PRL7C1,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1386,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1048,0,0,0,0,3.29,0.024796503,0.008265501
KRTAP6-5,0,0,0,0,3.29,0.024796503,0.008265501
TAS2R115,0,0,0,0,3.29,0.024796503,0.008265501
OLFR478,0,0,0,0,3.29,0.024796503,0.008265501
OLFR631,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1420,0,0,0,0,3.29,0.024796503,0.008265501
ZNF182,0,0,0,0,3.29,0.024796503,0.008265501
OLFR469,0,0,0,0,3.29,0.024796503,0.008265501
OLFR681,0,0,0,0,3.29,0.024796503,0.008265501
TXNDC12,0,0,0,0,3.29,0.024796503,0.008265501
OLFR170,0,0,0,0,3.29,0.024796503,0.008265501
OLFR402,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1463,0,0,0,0,3.29,0.024796503,0.008265501
KRTAP26-1,0,0,0,0,3.29,0.024796503,0.008265501
KHDC1A,0,0,0,0,3.29,0.024796503,0.008265501
TAAR7F,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1259,0,0,0,0,3.29,0.024796503,0.008265501
SERPINB9D,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1061,0,0,0,0,3.29,0.024796503,0.008265501
OLFR644,0,0,0,0,3.29,0.024796503,0.008265501
KRTAP19-9B,0,0,0,0,3.29,0.024796503,0.008265501
PRL7A1,0,0,0,0,3.29,0.024796503,0.008265501
VMN1R30,0,0,0,0,3.29,0.024796503,0.008265501
TAS2R130,0,0,0,0,3.29,0.024796503,0.008265501
HBQ1B,0,0,0,0,3.29,0.024796503,0.008265501
IFNA12,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1444,0,0,0,0,3.29,0.024796503,0.008265501
OLFR225,0,0,0,0,3.29,0.024796503,0.008265501
FBXW20,0,0,0,0,3.29,0.024796503,0.008265501
OLFR316,0,0,0,0,3.29,0.024796503,0.008265501
OLFR629,0,0,0,0,3.29,0.024796503,0.008265501
MRGPRB5,0,0,0,0,3.29,0.024796503,0.008265501
ZNF596,0,0,0,0,3.29,0.024796503,0.008265501
OLFR146,0,0,0,0,3.29,0.024796503,0.008265501
OLFR160,0,0,0,0,3.29,0.024796503,0.008265501
DEFA20,0,0,0,0,3.29,0.024796503,0.008265501
KRTAP13-1,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1206,0,0,0,0,3.29,0.024796503,0.008265501
ZFP661,0,0,0,0,3.29,0.024796503,0.008265501
KRTAP13,0,0,0,0,3.29,0.024796503,0.008265501
OLFR429,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1168,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1202,0,0,0,0,3.29,0.024796503,0.008265501
ZFP72,0,0,0,0,3.29,0.024796503,0.008265501
GYPB,0,0,0,0,3.29,0.024796503,0.008265501
RNF225,0,0,0,0,3.29,0.024796503,0.008265501
OLFR452,0,0,0,0,3.29,0.024796503,0.008265501
DEFA-RS10,0,0,0,0,3.29,0.024796503,0.008265501
OLFR314,0,0,0,0,3.29,0.024796503,0.008265501
VMN1R-PS103,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1269,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1378,0,0,0,0,3.29,0.024796503,0.008265501
OLFR96,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1510,0,0,0,0,3.29,0.024796503,0.008265501
OLFR1496,0,0,0,0,3.29,0.024796503,0.008265501
NAT8F2,0,0,0,0,3.29,0.024796503,0.008265501
OLFR787,0,0,0,0,3.29,0.024796503,0.008265501
V1RD19,0,0,0,0,3.29,0.024796503,0.008265501
VMN1R27,0,0,0,0,3.29,0.024796503,0.008265501
WBSCR2,0,0,2.46,0.024795888,0,0,0.008265296
SPDYE14,0,0,2.46,0.024795888,0,0,0.008265296
WBSCR23,0,0,2.46,0.024795888,0,0,0.008265296
SPDYE15,0,0,2.46,0.024795888,0,0,0.008265296
LINC00851,0,0,2.46,0.024795888,0,0,0.008265296
SPDYE13,0,0,2.46,0.024795888,0,0,0.008265296
EIF4HP1,0,0,2.46,0.024795888,0,0,0.008265296
SPDYE10P,0,0,2.46,0.024795888,0,0,0.008265296
BSK,0,0,0,0,3.28,0.024721134,0.008240378
ZNF74,0,0,0,0,3.27,0.024645764,0.008215255
PRR5-ARHGAP8,0,0,0,0,3.27,0.024645764,0.008215255
PNLIPRP3,0,0,0,0,3.27,0.024645764,0.008215255
ZNF814,0,0,0,0,3.27,0.024645764,0.008215255
MIR299,0,0,0,0,3.27,0.024645764,0.008215255
ZNF253,0,0,0,0,3.27,0.024645764,0.008215255
TGOLN1,0,0,0,0,3.27,0.024645764,0.008215255
ZNF696,0,0,0,0,3.27,0.024645764,0.008215255
IFNA,0,0,0,0,3.27,0.024645764,0.008215255
ZNF570,0,0,0,0,3.27,0.024645764,0.008215255
C10ORF143,0,0,0,0,3.27,0.024645764,0.008215255
INAFM2,0,0,0,0,3.27,0.024645764,0.008215255
KRT37,0,0,0,0,3.27,0.024645764,0.008215255
TMSB15B,0,0,0,0,3.27,0.024645764,0.008215255
CCL14,0,0,0,0,3.27,0.024645764,0.008215255
MIR377,0,0,0,0,3.27,0.024645764,0.008215255
ATP11AUN,0,0,0,0,3.27,0.024645764,0.008215255
ADCY10P1,0,0,0,0,3.27,0.024645764,0.008215255
TRP53I13,0,0,0,0,3.26,0.024570395,0.008190132
CDKN1BA,0,0,0,0,3.26,0.024570395,0.008190132
NHLH2,0,0,0,0,3.26,0.024570395,0.008190132
ZNF540,0,0,0,0,3.26,0.024570395,0.008190132
REG1,0,0,0,0,3.26,0.024570395,0.008190132
DCAF17,0,0,0,0,3.26,0.024570395,0.008190132
HOXB5OS,0,0,0,0,3.26,0.024570395,0.008190132
FV1,0,0,0,0,3.26,0.024570395,0.008190132
HOXD4A,0,0,0,0,3.26,0.024570395,0.008190132
LGALS3B,0,0,0,0,3.26,0.024570395,0.008190132
SLFN2,0,0,0,0,3.26,0.024570395,0.008190132
NR2F5,0,0,0,0,3.26,0.024570395,0.008190132
ACTC1A,0,0,0,0,3.26,0.024570395,0.008190132
FAM30A,0,0,0,0,3.26,0.024570395,0.008190132
SNORA1,0,0,0,0,3.25,0.024495026,0.008165009
MIR218-2,0,0,0,0,3.25,0.024495026,0.008165009
KRT16P2,0,0,0,0,3.25,0.024495026,0.008165009
ZNF440,0,0,0,0,3.25,0.024495026,0.008165009
MIR1973,0,0,0,0,3.25,0.024495026,0.008165009
BTN2A3P,0,0,0,0,3.25,0.024495026,0.008165009
LINC00963,0,0,0,0,3.25,0.024495026,0.008165009
AFAP1-AS1,0,0,0,0,3.25,0.024495026,0.008165009
LINC00707,0,0,0,0,3.25,0.024495026,0.008165009
SNHG19,0,0,0,0,3.25,0.024495026,0.008165009
SNORD33,0,0,0,0,3.25,0.024495026,0.008165009
C5ORF63,0,0,0,0,3.25,0.024495026,0.008165009
SCOC-AS1,0,0,0,0,3.25,0.024495026,0.008165009
IGKV1-135,0,0,0,0,3.25,0.024495026,0.008165009
NFYC-AS1,0,0,0,0,3.25,0.024495026,0.008165009
SNORD38B,0,0,0,0,3.25,0.024495026,0.008165009
RHPN1-AS1,0,0,0,0,3.25,0.024495026,0.008165009
GOLGA6L6,0,0,0,0,3.25,0.024495026,0.008165009
MIR646HG,0,0,0,0,3.25,0.024495026,0.008165009
FCER2A,0,0,0,0,3.24,0.024419656,0.008139885
ALG10B,0,0,0,0,3.24,0.024419656,0.008139885
TMEM169,0,0,0,0,3.24,0.024419656,0.008139885
SFRS6,0,0,0,0,3.24,0.024419656,0.008139885
SFRS3,0,0,0,0,3.24,0.024419656,0.008139885
MICU2,0,0,0,0,3.24,0.024419656,0.008139885
ZNF304,0,0,0,0,3.24,0.024419656,0.008139885
ZNF614,0,0,0,0,3.24,0.024419656,0.008139885
HHLA2A.1,0,0,0,0,3.23,0.024344287,0.008114762
OLFR1138,0,0,0,0,3.23,0.024344287,0.008114762
OLR1049,0,0,0,0,3.23,0.024344287,0.008114762
HYAL2A,0,0,0,0,3.23,0.024344287,0.008114762
NRBP2A,0,0,0,0,3.23,0.024344287,0.008114762
PIP4K2CA,0,0,0,0,3.23,0.024344287,0.008114762
CYP2C33,0,0,0,0,3.23,0.024344287,0.008114762
CSAP1,0,0,0,0,3.23,0.024344287,0.008114762
OLR1286,0,0,0,0,3.23,0.024344287,0.008114762
C12ORF40,0,0,0,0,3.23,0.024344287,0.008114762
THSD7AA,0,0,0,0,3.23,0.024344287,0.008114762
PTBP2A,0,0,0,0,3.23,0.024344287,0.008114762
SINUP,0,0,0,0,3.23,0.024344287,0.008114762
WASF3B,0,0,0,0,3.23,0.024344287,0.008114762
BRF1B,0,0,0,0,3.23,0.024344287,0.008114762
SNORA69,0,0,0,0,3.23,0.024344287,0.008114762
UQCRC2B,0,0,0,0,3.23,0.024344287,0.008114762
CCND2A,0,0,0,0,3.23,0.024344287,0.008114762
RGD1561517,0,0,0,0,3.23,0.024344287,0.008114762
MIR595,0,0,0,0,3.23,0.024344287,0.008114762
RT1-CE11,0,0,0,0,3.23,0.024344287,0.008114762
NITR3D,0,0,0,0,3.23,0.024344287,0.008114762
OLR809,0,0,0,0,3.23,0.024344287,0.008114762
CACNB3B,0,0,0,0,3.23,0.024344287,0.008114762
ZFHX2OS,0,0,0,0,3.23,0.024344287,0.008114762
ADIPOR1B,0,0,0,0,3.23,0.024344287,0.008114762
CTNND2A,0,0,0,0,3.23,0.024344287,0.008114762
EFNB3B,0,0,0,0,3.23,0.024344287,0.008114762
RBM24A,0,0,0,0,3.23,0.024344287,0.008114762
MORC2B,0,0,0,0,3.23,0.024344287,0.008114762
NEXMIFB,0,0,0,0,3.23,0.024344287,0.008114762
OR7A5,0,0,0,0,3.23,0.024344287,0.008114762
RGD1559908,0,0,0,0,3.23,0.024344287,0.008114762
SPG1,0,0,0,0,3.23,0.024344287,0.008114762
GNAO1A,0,0,0,0,3.23,0.024344287,0.008114762
ESYT2A,0,0,0,0,3.23,0.024344287,0.008114762
DPYSL2B,0,0,0,0,3.23,0.024344287,0.008114762
MSNB,0,0,0,0,3.23,0.024344287,0.008114762
EIF4G3B,0,0,0,0,3.23,0.024344287,0.008114762
OLR1203,0,0,0,0,3.23,0.024344287,0.008114762
CACNA1FB,0,0,0,0,3.23,0.024344287,0.008114762
PAX6.L,0,0,0,0,3.23,0.024344287,0.008114762
BMPR2B,0,0,0,0,3.23,0.024344287,0.008114762
OLR1303,0,0,0,0,3.23,0.024344287,0.008114762
OLFR1312,0,0,0,0,3.23,0.024344287,0.008114762
RGD1562080,0,0,0,0,3.23,0.024344287,0.008114762
KCNQ5A,0,0,0,0,3.23,0.024344287,0.008114762
BTBD11A,0,0,0,0,3.23,0.024344287,0.008114762
CTDSPL2B,0,0,0,0,3.23,0.024344287,0.008114762
NMT1B,0,0,0,0,3.23,0.024344287,0.008114762
ZFP992,0,0,0,0,3.23,0.024344287,0.008114762
ILDR1B,0,0,0,0,3.23,0.024344287,0.008114762
RGD1562515,0,0,0,0,3.23,0.024344287,0.008114762
LAMB1B,0,0,0,0,3.23,0.024344287,0.008114762
OXGR1A.1,0,0,0,0,3.23,0.024344287,0.008114762
DESMB,0,0,0,0,3.23,0.024344287,0.008114762
NCALDA,0,0,0,0,3.23,0.024344287,0.008114762
OLFR62,0,0,0,0,3.23,0.024344287,0.008114762
DEFB116,0,0,0,0,3.23,0.024344287,0.008114762
VMN1R41,0,0,0,0,3.23,0.024344287,0.008114762
TAS2R7,0,0,0,0,3.23,0.024344287,0.008114762
MMP17B,0,0,0,0,3.23,0.024344287,0.008114762
YWHAQB,0,0,0,0,3.23,0.024344287,0.008114762
RPL26P30,0,0,0,0,3.23,0.024344287,0.008114762
CYLDB,0,0,0,0,3.23,0.024344287,0.008114762
ARHGAP23A,0,0,0,0,3.23,0.024344287,0.008114762
TMEM247,0,0,0,0,3.23,0.024344287,0.008114762
ASB15B,0,0,0,0,3.23,0.024344287,0.008114762
NME2P1,0,0,0,0,3.23,0.024344287,0.008114762
NAV1B,0,0,0,0,3.23,0.024344287,0.008114762
NTRK3B,0,0,0,0,3.23,0.024344287,0.008114762
ATXN7L2A,0,0,0,0,3.23,0.024344287,0.008114762
HCCSA.1,0,0,0,0,3.23,0.024344287,0.008114762
GRAPA,0,0,0,0,3.23,0.024344287,0.008114762
SOX1A,0,0,0,0,3.23,0.024344287,0.008114762
RGD1561738,0,0,0,0,3.23,0.024344287,0.008114762
DCLK1A,0,0,0,0,3.23,0.024344287,0.008114762
COL28A1A,0,0,0,0,3.23,0.024344287,0.008114762
MIR135A-1,0,0,0,0,3.23,0.024344287,0.008114762
RPS24-PS3,0,0,0,0,3.23,0.024344287,0.008114762
OLFR5,0,0,0,0,3.23,0.024344287,0.008114762
SLC6A4B,0,0,0,0,3.23,0.024344287,0.008114762
LAMP1B,0,0,0,0,3.23,0.024344287,0.008114762
HIBADHA,0,0,0,0,3.23,0.024344287,0.008114762
NLAZ,0,0,0,0,3.23,0.024344287,0.008114762
OR6B2,0,0,0,0,3.23,0.024344287,0.008114762
OLR398,0,0,0,0,3.23,0.024344287,0.008114762
SLC44A1B,0,0,0,0,3.23,0.024344287,0.008114762
CAMTA1B,0,0,0,0,3.23,0.024344287,0.008114762
ROCK2B,0,0,0,0,3.23,0.024344287,0.008114762
OLFR19,0,0,0,0,3.23,0.024344287,0.008114762
OLFR1508,0,0,0,0,3.23,0.024344287,0.008114762
OR13D1,0,0,0,0,3.23,0.024344287,0.008114762
TMEM51A,0,0,0,0,3.23,0.024344287,0.008114762
RPS12P4,0,0,0,0,3.23,0.024344287,0.008114762
SLC25A3B,0,0,0,0,3.23,0.024344287,0.008114762
SH3BP5LA,0,0,0,0,3.23,0.024344287,0.008114762
WFDC15A,0,0,0,0,3.23,0.024344287,0.008114762
AC1576,0,0,0,0,3.23,0.024344287,0.008114762
ELFN1B,0,0,0,0,3.23,0.024344287,0.008114762
KIF13BA,0,0,0,0,3.23,0.024344287,0.008114762
EPAS1B,0,0,0,0,3.23,0.024344287,0.008114762
SHANK3B,0,0,0,0,3.23,0.024344287,0.008114762
