num,Database,herb,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,Ingredient_Name
1392,TCMID,gancao,,101650325,Exist,--,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)CO)O)OC)O,,,PAX8,PAX8,ruvoside
1393,TCMID,chaihu,,NO,,,,,,,,saikochromicacid
1394,TCMID,chaihu,,70697379,Exist,--,COC1=CC(=C2C(=C1)OC(=CC2=O)COC3C(C(C(C(O3)CO)O)O)O)O,,,IL2,IL2,saikochromoside a
1395,TCMID,chaihu,,107793,Exist,+-,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4(CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O,,,,,saikosaponin
1396,TCMID,chaihu,,NO,,,,,,,,saikosaponin t
1397,TCMID,chaihu,,100958093,,--,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC5=C6CC(CCC6(C(CC54C)O)CO)(C)C(=O)OCC7C(C(C(C(O7)OCC(C(C(CO)O)O)O)O)O)O)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O,,,,,saikosaponin v
1398,TCMID,chaihu,,NO,,,,,,,,saikosaponin v1
1399,TCMID,chaihu,,NO,,,,,,,,saikosaponin v2
1400,TCMID,danggui,,439514,Exist,--,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O,,"CA7,CA13,CA1,CA9,CA12","CA7,ERAP1,CA13,CA1,CA9,CA12","CA7,ERAP1,CA13,CA1,CA9,CA12",scopolin
1401,TCMID,danggui,,5192,Exist,--,C(CCCCC(=O)O)CCCC(=O)O,,ESRRA,"GABBR1,FOLH1,SLC22A6,TLR2,GABRR1,SLC6A11,SLC22A8,GABRQ,CYP4F2,GABBR2","GABBR1,TLR2,FOLH1,ESRRA,SLC22A6,GABRQ,GABRR1,SLC6A11,SLC22A8,CYP4F2,GABBR2",sebacicacid
1402,TCMID,danggui,,5321206,,--,CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC(C4(C)CCC(=O)O)C(=C)C)C)C)C,,,,,sebiferic acid
1403,TCMID,gancao,,73205,Exist,--,CC(=CCC1=C(C(=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O)O)C,,PTPN1,"CA7,PTPN1,CA4,CYP19A1,CYP1B1,PLA2G1B","PTPN1,CA7,CA4,CYP19A1,CYP1B1,PLA2G1B",sigmoidin b
1404,TCMID,baishao,,73330,Exist,--,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O,,,"TNNT2,TNNI3,TNNC1","TNNC1,TNNI3,TNNT2",strictinin
1405,TCMID,baishao,,442690,,--,C1C2C(C(C(C(O2)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5C6=C(C(=C(C=C6C(=O)O1)O)O)O)O)O)O,,,,,tellimagrandin i
1406,TCMID,chaihu,,442662,Exist,--,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)O)O)O,,,"ABCG2,CYP1B1,ESR2,ABCC1","ABCG2,CYP1B1,ESR2,ABCC1",thymonin
1407,TCMID,fuling,,NO,,,,,,,,trametenolicacid
1408,TCMID,fuling,,NO,,,,,,,,tumulosicacid
1409,TCMID,gancao,,5281426,Exist,--,C1=CC(=CC2=C1C=CC(=O)O2)O,,"KLK7,ERAP1,AKR1B1,CA9,CA12","XDH,CA9,ERAP1,CA12","XDH,KLK7,ERAP1,AKR1B1,CA9,CA12",umbelliferone
1410,TCMID,gancao,,5315125,,--,CC(=CCC1=C(C(=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O)C,,,"PTPN1,XDH,AKR1B10,MPO,TTR,TNKS2,CYP19A1,ABCC1,ABCG2,MAOA,TNKS,ABCB1,NOX4,CYP1B1","PTPN1,XDH,AKR1B10,TTR,MPO,TNKS2,CYP19A1,ABCC1,ABCG2,MAOA,TNKS,ABCB1,NOX4,CYP1B1",uralenin
1411,TCMID,gancao,,132594,,--,C1C(C(C(C(O1)OC(=O)C2=CC(=C(C=C2)O)O)O)O)O,,,,,uralenneoside
1412,TCMID,gancao,,5315126,Exist,--,CC(=CCC1=C(C(=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O)C,,PTPN1,"NEK6,CCR4,ELAVL1,AKR1B1,KDM4E,ABCB1,MAPT,ALOX15,DAPK1,GLO1,PKN1,CA7,PTPN1,CA4,CYP2C8,NOX4,CYP1B1,APEX1,MPO,TYR,NUAK1,ABCC1,ALOX12,XDH,ESRRA,ABCG2,MAOA,GPR35,PLA2G1B","APEX1,NEK6,MPO,TYR,CCR4,ELAVL1,NUAK1,AKR1B1,ABCC1,KDM4E,ABCB1,MAPT,ALOX12,ALOX15,DAPK1,PKN1,GLO1,PTPN1,CA7,XDH,CA4,ESRRA,CYP2C8,ABCG2,MAOA,GPR35,NOX4,CYP1B1,PLA2G1B",uralenol
1413,TCMID,gancao,,5315127,,--,CC(=CCC1=C(C(=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O)O)C,,,"ABCG2,ABCB1","ABCG2,ABCB1",uralenol-3-methylether
1414,TCMID,gancao,,128229,,--,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,,,"HSD11B2,AKR1B10,HSD11B1","HSD11B2,AKR1B10,HSD11B1",uralsaponin a
1415,TCMID,gancao,,163744,,--,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,,,"HSD11B2,AKR1B10,HSD11B1","HSD11B2,AKR1B10,HSD11B1",uralsaponin b
1416,TCMID,danggui,,10457051,Exist,--,CC(C)CC(=O)OC1C2C(CC(C2(C)O)O)C(=CO1)COC3C(C(C(C(O3)CO)O)O)O,,,,,valerosidatum
1417,TCMID,gancao,,656493,,--,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C#N)C3=CC=CC=C3)O)O)O)O)O)O,,,,,vicianin
1418,TCMID,chaihu,,6912,Exist,--,C(C(C(C(CO)O)O)O)O,,"TRA,RXRA,MBD2",,"TRA,RXRA,MBD2",xylitol
1112,Chemistry,baizhu,,2723872,Exist,+-,C1C(C(C(C(O1)(CO)O)O)O)O,,,,,fructose
1113,Chemistry,danggui,,2723872,Exist,+-,C1C(C(C(C(O1)(CO)O)O)O)O,,,,,fructose
1114,Chemistry,danggui,,2723872,Exist,+-,C1C(C(C(C(O1)(CO)O)O)O)O,,,,,fructose
1115,Chemistry,danggui,,2723872,Exist,+-,C1C(C(C(C(O1)(CO)O)O)O)O,,,,,fructose
1116,Chemistry,chaihu,,6912,Exist,--,C(C(C(C(CO)O)O)O)O,,"TRA,RXRA,MBD2",,"TRA,RXRA,MBD2",adonitol
1117,Chemistry,baizhu,,NO,,,,,,,,3beta-acetoxyatractylone
1118,Chemistry,danggui,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,xylose
1119,Chemistry,danggui,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,xylose
1120,Chemistry,danggui,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,xylose
1121,Chemistry,danggui,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,xylose
1122,Chemistry,chaihu,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,xylose
1123,Chemistry,chaihu,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,xylose
1124,Chemistry,chaihu,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,xylose
1125,Chemistry,chaihu,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,xylose
1126,Chemistry,danggui,,6036,Exist,++,C(C1C(C(C(C(O1)O)O)O)O)O,,,,,galactose
1127,Chemistry,chaihu,,6036,Exist,++,C(C1C(C(C(C(O1)O)O)O)O)O,,,,,galactose
1128,Chemistry,danggui,,439195,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,arabinose
1129,Chemistry,danggui,,439195,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,arabinose
1130,Chemistry,danggui,,439195,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,arabinose
1131,Chemistry,danggui,,439195,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,arabinose
1132,Chemistry,chaihu,,439195,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,arabinose
1133,Chemistry,chaihu,,439195,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,arabinose
1134,Chemistry,chaihu,,439195,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,arabinose
1135,Chemistry,chaihu,,439195,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,arabinose
1136,Chemistry,chaihu,,NO,,,,,,,,3-O-alpha-L-arabinopyranosyl(1¡ú3)-beta-D-glucuronopyranosyl oleanolic acid-28-beta-D-glucopyranosyl ester
1137,Chemistry,gancao,,44257429,,--,COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)OC5C(C(C(C(O5)CO)O)O)O,,,,,medicarpin-3-O-glucoside
1138,Chemistry,gancao,,5281804,Exist,--,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O,,"ALDH2,PGR,AR,NR3C1,CA1","CA7,ALDH2,CA4,ESRRB,ESRRA,IL2,CBR1,ESR2,ABCG2,MAOA,ABCB1,CYP1B1,ESR1","ALDH2,ESRRB,PGR,CBR1,ABCB1,CA1,ESR1,CA7,CA4,ESRRA,IL2,ESR2,ABCG2,AR,MAOA,NR3C1,CYP1B1",prunetin
1139,Chemistry,gancao,,5317764,Exist,--,CC(=CCC1=C(C(=CC(=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O)O)C,,,"ABCG2,PTPN1,ESRRB,ESRRA","ABCG2,PTPN1,ESRRB,ESRRA",glycyrrhisoflavone
1140,Chemistry,gancao,,442813,Exist,--,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O,,"IL2,KCNH2,TP53,BRCA1","ALDH2,ALDH1B1,IL2,ALDH1A2,CA1,CA9,CYP1B1,CA12","ALDH2,ALDH1B1,IL2,BRCA1,ALDH1A2,KCNH2,CA1,CA9,CYP1B1,TP53,CA12",ononin
1141,Chemistry,gancao,,5317652,Exist,--,CC1(C=CC2=C(O1)C=CC(=C2O)C3=COC4=C(C3=O)C=CC(=C4)O)C,,PPARG,,PPARG,glabrone
1142,Chemistry,gancao,,NO,,,,,,,,gancaonin K
1143,Chemistry,gancao,,480780,Exist,--,CC(=CCC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC)C,,,PTPN1,PTPN1,gancaonin G
1144,Chemistry,gancao,,5317481,,--,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=CO2)C3=CC(=C(C=C3)OC)O)CO,,,,,gancaonin D
1145,Chemistry,gancao,,14604078,,--,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=CO2)C3=CC=C(C=C3)OC)C,,,"PTPN1,ABCB1","PTPN1,ABCB1",gancaonin M
1146,Chemistry,gancao,,5317480,Exist,--,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=CO2)C3=CC=C(C=C3)O)C,,,PTPN1,PTPN1,lupiwighteone
1147,Chemistry,gancao,,NO,,,,,,,,"3'-(gamma,gamma-dimethylallyl)-kievitone"
1148,Chemistry,gancao,,10394,Exist,--,C1=CC(=CC=C1CCC(=O)O)O,,,"FFAR1,ESR1,ESR2","FFAR1,ESR1,ESR2",phloretic acid
1149,Chemistry,bohe,,5281792,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,,"BAZ2B,BLM,GNAI1,TTR,HSD17B2,FYN,UBA2,JUN,AKR1B1,RGS12,MAPT,GAPDH,MCL1,MITF,SRC,EIF4H,UBE2I,APP,POLB,THRB,LCK,PABPC1,SAE1,MMP1","CA7,XDH,MMP2,CA4,TTR,FYN,AKR1B1,MMP9,MCL1,MMP1","BAZ2B,BLM,GNAI1,TTR,SAE1,HSD17B2,FYN,UBA2,JUN,AKR1B1,RGS12,MAPT,GAPDH,MCL1,SRC,CA7,XDH,EIF4H,MMP2,CA4,UBE2I,APP,POLB,MMP9,THRB,LCK,PABPC1,MITF,MMP1",rosmarinic acid
1150,Chemistry,gancao,,5281617,Exist,--,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,,,"ALOX5,AKR1B1,ABCB1,GRK6,MAOB,ALOX15,ESR1,GLO1,CA7,AKR1B10,CA4,HSD17B1,CYP19A1,AR,AMY1A; AMY1B; AMY1C,NOX4,CYP1B1,NAE1,MPO,TTR,ACHE,CBR1,ABCC1,PTPRS,CA12,KCND3,XDH,TNKS2,APP,ESR2,ABCG2,MAOA,GPR35,TNKS","ALOX5,AKR1B1,ABCB1,GRK6,ALOX15,MAOB,GLO1,ESR1,CA7,AKR1B10,CA4,HSD17B1,CYP19A1,AR,AMY1A; AMY1B; AMY1C,NOX4,CYP1B1,NAE1,MPO,TTR,ACHE,CBR1,ABCC1,PTPRS,CA12,KCND3,XDH,TNKS2,APP,ESR2,ABCG2,MAOA,GPR35,TNKS","5,4'-dihydroxy-7-methoxyflavone"
1151,Chemistry,gancao,,5281617,Exist,--,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,,,"ALOX5,AKR1B1,ABCB1,GRK6,MAOB,ALOX15,ESR1,GLO1,CA7,AKR1B10,CA4,HSD17B1,CYP19A1,AR,AMY1A; AMY1B; AMY1C,NOX4,CYP1B1,NAE1,MPO,TTR,ACHE,CBR1,ABCC1,PTPRS,CA12,KCND3,XDH,TNKS2,APP,ESR2,ABCG2,MAOA,GPR35,TNKS","ALOX5,AKR1B1,ABCB1,GRK6,ALOX15,MAOB,GLO1,ESR1,CA7,AKR1B10,CA4,HSD17B1,CYP19A1,AR,AMY1A; AMY1B; AMY1C,NOX4,CYP1B1,NAE1,MPO,TTR,ACHE,CBR1,ABCC1,PTPRS,CA12,KCND3,XDH,TNKS2,APP,ESR2,ABCG2,MAOA,GPR35,TNKS",genkwanin
1152,Chemistry,gancao,,68071,Exist,--,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,,"CYP1B1,CYP1A1,CYP1A2,CYP19A1","CA7,XDH,CA4,CYP19A1,CBR1,ABCG2,TAS2R31,MAOB,CYP1B1","CA7,XDH,CA4,CYP1A1,CYP19A1,CBR1,ABCG2,TAS2R31,CYP1A2,MAOB,CYP1B1",pinocembrin
1153,Chemistry,gancao,,5491513,,--,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O,,,"ALDH2,ALDH1B1,IL2,ALDH1A2,CA9,CA12","ALDH2,ALDH1B1,IL2,ALDH1A2,CA9,CA12",sophoraflavone B
1154,Chemistry,gancao,,5282073,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,,"OPRM1,MPO,QPCT,CYP19A1,OPRK1,MAOA,PDK1,MAOB,OPRD1","ALDH2,ABCB1,GRK6,MAOB,ESR1,AKR1B10,HSD17B1,CYP19A1,CALM1,AR,AMY1A; AMY1B; AMY1C,TERT,NOX4,CYP1B1,MPO,TTR,PTPRS,ABCC1,XDH,TNKS2,APP,ESR2,ABCG2,MAOA,TNKS","ALDH2,OPRM1,MPO,TTR,PTPRS,OPRK1,ABCC1,ABCB1,GRK6,MAOB,ESR1,OPRD1,XDH,AKR1B10,QPCT,HSD17B1,TNKS2,APP,CYP19A1,NOX4,CALM1,ESR2,AR,ABCG2,MAOA,TNKS,PDK1,AMY1A; AMY1B; AMY1C,TERT,CYP1B1","4',7-dihydroxyflavone"
1155,Chemistry,gancao,,480802,Exist,--,CC(=CCC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)O)C,,PTPN1,PTPN1,PTPN1,gancaonin Q
1156,Chemistry,gancao,,162350,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,,SENP8,"ALPI,NTSR1,AKR1B1","AKR1B1,SENP8,ALPI,NTSR1",isovitexin
1157,Chemistry,gancao,,162350,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,,SENP8,"ALPI,NTSR1,AKR1B1","AKR1B1,SENP8,ALPI,NTSR1",isovitexin
1158,Chemistry,gancao,,162350,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,,SENP8,"ALPI,NTSR1,AKR1B1","AKR1B1,SENP8,ALPI,NTSR1",saponaretin
1159,Chemistry,gancao,,5319000,Exist,--,CC(=CCC1=CC2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)C,,"PTPN1,PPARG",PTPN1,"PTPN1,PPARG",licoflavone A
1160,Chemistry,gancao,,101422758,,--,CC1C(C(C(C(O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O)O,,,AKR1B1,AKR1B1,isoviolanthin
1161,Chemistry,gancao,,442665,Exist,--,CC1C(C(C(C(O1)C2=C3C(=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O,,,AKR1B1,AKR1B1,violanthin
1162,Chemistry,gancao,,NO,,,,,,,,"6,8-diglucosyl apigenin"
1163,Chemistry,gancao,,442664,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)C4C(C(C(C(O4)CO)O)O)O)O)C5C(C(C(C(O5)CO)O)O)O)O)O,,,AKR1B1,AKR1B1,vicenin II
1164,Chemistry,gancao,,442658,,--,C1C(C(C(C(O1)C2=C3C(=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O,,,,,schaftoside
1165,Chemistry,gancao,,5318869,Exist,--,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O,,,"XDH,ALDH2,ESR2,AKR1B1,ABCG2,MAOA,ABCB1,NOX4,CYP1B1,ESR1","XDH,ALDH2,ESR2,AKR1B1,ABCG2,MAOA,ABCB1,NOX4,CYP1B1,ESR1","5,4'-dihydroxy-3,7-dimethoxyflavone"
1166,Chemistry,gancao,,5318869,Exist,--,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O,,,"XDH,ALDH2,ESR2,AKR1B1,ABCG2,MAOA,ABCB1,NOX4,CYP1B1,ESR1","XDH,ALDH2,ESR2,AKR1B1,ABCG2,MAOA,ABCB1,NOX4,CYP1B1,ESR1",kumatakenin
1167,Chemistry,chaihu,,NO,,,,,,,,"kaempferol-3,7-alpha-L-dirhamnoside"
1168,Chemistry,chaihu,,25079965,Exist,--,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC=C(C=C4)O)O)O)O)O,,,"CA7,XDH,CA4,MPO,ESRRA,TYR,P4HB,AKR1B1,ABCG2,ABCC1,ABCB1,NOX4,CYP1B1,DAPK1,CA12","MPO,TYR,P4HB,AKR1B1,ABCC1,ABCB1,DAPK1,CA12,CA7,XDH,CA4,ESRRA,ABCG2,NOX4,CYP1B1",kaempferol-7-O-rhamnoside
1169,Chemistry,gancao,,5315127,,--,CC(=CCC1=C(C(=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O)O)C,,,"ABCG2,ABCB1","ABCG2,ABCB1",uralenol-3-methylether
1170,Chemistry,gancao,,5318767,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,,"XDH,SIAE","CA7,XDH,CA4,NMUR2,ALPI,P4HB,AKR1B1,NOX4,CA12","XDH,CA7,CA4,ALPI,NMUR2,SIAE,P4HB,AKR1B1,NOX4,CA12",nicotiflorin
1171,Chemistry,gancao,,5481663,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,,,"CA7,XDH,CA4,NMUR2,ALPI,P4HB,AKR1B1,NOX4,CA12","CA7,XDH,CA4,ALPI,NMUR2,P4HB,AKR1B1,NOX4,CA12",isorhamnetin-3-O-rutinoside
1172,Chemistry,gancao,,5481663,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,,,"CA7,XDH,CA4,NMUR2,ALPI,P4HB,AKR1B1,NOX4,CA12","CA7,XDH,CA4,ALPI,NMUR2,P4HB,AKR1B1,NOX4,CA12",narcissin
1173,Chemistry,gancao,,5481663,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,,,"CA7,XDH,CA4,NMUR2,ALPI,P4HB,AKR1B1,NOX4,CA12","CA7,XDH,CA4,ALPI,NMUR2,P4HB,AKR1B1,NOX4,CA12",narcissin
1174,Chemistry,chaihu,,NO,,,,,,,,quercetin-3-beta-D-gluco-7-alpha-L-rhamnoside
1175,Chemistry,chaihu,,5280805,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,,"GSK3B,MPI,GAA,PRSS1,ACHE,RELA,EPHX2,ESR1,NFKB2,PRSS3,POLK,EIF4H,AKR1B10,NFKB1,NMUR2,ALPI,POLB,PRSS2,ADRA2C,DLD,PABPC1,MITF,ADRA2A,GFER","CA7,XDH,CA4,NMUR2,ALPI,P4HB,ACHE,AKR1B1,ADRA2C,NOX4,ADRA2A,CA12","GSK3B,GAA,AKR1B1,EPHX2,ESR1,CA7,AKR1B10,NFKB1,CA4,POLB,PRSS2,ADRA2C,DLD,MITF,NOX4,NFKB2,ADRA2A,MPI,PRSS1,P4HB,ACHE,RELA,PRSS3,CA12,XDH,POLK,EIF4H,NMUR2,ALPI,PABPC1,GFER",rutin
1176,Chemistry,chaihu,,5280805,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,,"GSK3B,MPI,GAA,PRSS1,ACHE,RELA,EPHX2,ESR1,NFKB2,PRSS3,POLK,EIF4H,AKR1B10,NFKB1,NMUR2,ALPI,POLB,PRSS2,ADRA2C,DLD,PABPC1,MITF,ADRA2A,GFER","CA7,XDH,CA4,NMUR2,ALPI,P4HB,ACHE,AKR1B1,ADRA2C,NOX4,ADRA2A,CA12","GSK3B,GAA,AKR1B1,EPHX2,ESR1,CA7,AKR1B10,NFKB1,CA4,POLB,PRSS2,ADRA2C,DLD,MITF,NOX4,NFKB2,ADRA2A,MPI,PRSS1,P4HB,ACHE,RELA,PRSS3,CA12,XDH,POLK,EIF4H,NMUR2,ALPI,PABPC1,GFER",rutin
1177,Chemistry,chaihu,,5280805,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,,"GSK3B,MPI,GAA,PRSS1,ACHE,RELA,EPHX2,ESR1,NFKB2,PRSS3,POLK,EIF4H,AKR1B10,NFKB1,NMUR2,ALPI,POLB,PRSS2,ADRA2C,DLD,PABPC1,MITF,ADRA2A,GFER","CA7,XDH,CA4,NMUR2,ALPI,P4HB,ACHE,AKR1B1,ADRA2C,NOX4,ADRA2A,CA12","GSK3B,GAA,AKR1B1,EPHX2,ESR1,CA7,AKR1B10,NFKB1,CA4,POLB,PRSS2,ADRA2C,DLD,MITF,NOX4,NFKB2,ADRA2A,MPI,PRSS1,P4HB,ACHE,RELA,PRSS3,CA12,XDH,POLK,EIF4H,NMUR2,ALPI,PABPC1,GFER",rutoside
1178,Chemistry,gancao,,5282102,Exist,--,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,,"CA7,CA4,GSK3A,P4HB,CA2,GFER,CA12","CA7,CA4,NMUR2,ALPI,P4HB,ACHE,AKR1B1,CA2,NOX4,CA12","CA7,CA4,ALPI,NMUR2,GSK3A,P4HB,ACHE,AKR1B1,CA2,NOX4,GFER,CA12",astragalin
1179,Chemistry,gancao,,5282102,Exist,--,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,,"CA7,CA4,GSK3A,P4HB,CA2,GFER,CA12","CA7,CA4,NMUR2,ALPI,P4HB,ACHE,AKR1B1,CA2,NOX4,CA12","CA7,CA4,ALPI,NMUR2,GSK3A,P4HB,ACHE,AKR1B1,CA2,NOX4,GFER,CA12",kaempferol-3-glucoside
1180,Chemistry,chaihu,,5280804,Exist,--,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,,"GSK3B,MPI,GAA,AKR1B1,EPHX2,ALPL,CA7,XDH,EZH2,CA12,CA4,ALPI,MDM2,POLB,MDM4,DLD,CA2,MITF","CA7,CA4,NMUR2,ALPI,IL2,P4HB,AKR1B1,ADRA2C,CA2,NOX4,CA12","GSK3B,MPI,GAA,P4HB,AKR1B1,EPHX2,CA12,CA7,XDH,EZH2,ALPL,CA4,ALPI,NMUR2,IL2,MDM2,POLB,NOX4,ADRA2C,MDM4,DLD,CA2,MITF",isoquercetin
1181,Chemistry,gancao,,NO,,,,,,,,isoquercetrin
