Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
ARL9,0,0,0,0,9.5,0.046118744,0.015372915
SBK2,0,0,0,0,3.03,0.014709452,0.004903151
SON,0,0,0.74,0.005550139,9.08,0.04407981,0.016543316
PELI2,0,0,0,0,10.68,0.051847177,0.017282392
YTHDF2,0,0,0.91,0.006825171,14.9,0.072333608,0.02638626
CPPED1,0,0,0,0,10.24,0.049711151,0.016570384
MIR345,0,0,0,0,9.66,0.04689548,0.015631827
GLRA4A,0,0,0,0,4.22,0.020486431,0.00682881
LEPROTL1,0,0,0,0,11.8,0.057284334,0.019094778
ZBTB7C,0,0,0,0,5.44,0.026409049,0.008803016
KLHL6,0,0,0,0,8.76,0.042526336,0.014175445
LOC105372878,0,0,0.69,0.005175129,0,0,0.001725043
RPL15P15,0,0,0.36,0.002700068,0,0,0.000900023
SPRNP1,0,0,0.78,0.005850146,0,0,0.001950049
SUMO2P6,0,0,0.97,0.007275182,0,0,0.002425061
ENSG00000287853,0,0,0.69,0.005175129,0,0,0.001725043
MYO-6,0,0,0,0,4.79,0.023253556,0.007751185
CCDC116,0,0,0.69,0.005175129,13.91,0.06752755,0.024234226
PCOLCE,0,0,0.69,0.005175129,11.65,0.056556144,0.020577091
ZFP442,0,0,0,0,9.54,0.046312928,0.015437643
PRC1,0,0,0,0,9.52,0.046215836,0.015405279
MIXL1,0,0,0,0,2.45,0.011893781,0.003964594
NONHSAG031352.2,0,0,0.69,0.005175129,0,0,0.001725043
ENSG00000283538,0,0,0.69,0.005175129,0,0,0.001725043
GCM2,0,0,0,0,6.52,0.031652022,0.010550674
SGCB,0,0,0.36,0.002700068,7.38,0.035826982,0.01284235
ISLR,0,0,0,0,7.36,0.03572989,0.011909963
RESF1,0,0,0,0,8.87,0.043060343,0.014353448
KLF11A,0,0,0,0,3.17,0.015389097,0.005129699
RNF150,0,0,0,0,7.98,0.038739745,0.012913248
MF-CPA,0,0,0,0,3.78,0.018350405,0.006116802
A2MP1,0,0,0.74,0.005550139,0,0,0.001850046
PARVA,0,0,1.05,0.007875197,9.77,0.047429487,0.018434895
lnc-WDR1-3,0,0,0.69,0.005175129,0,0,0.001725043
HJV,0,0,0,0,13.23,0.064226419,0.021408806
MFSD12,0,0,0,0,12.78,0.062041847,0.020680616
DONSON,0,0,0,0,10.61,0.051507355,0.017169118
MIR99A,0,0,4.24,0.031800795,18.53,0.089955823,0.040585539
MSBP2,0,0,1.79,0.013425336,0,0,0.004475112
TEKT2,0,0,0,0,5.71,0.027719792,0.009239931
MT-CYB,0,0,1.29,0.009675242,0,0,0.003225081
SMG7,0,0,0,0,2.04,0.009903393,0.003301131
MTG2,0,0,0,0,9.88,0.047963493,0.015987831
ENSG00000287968,0,0,0.69,0.005175129,0,0,0.001725043
CAR10,0,0,0,0,2.7,0.013107432,0.004369144
NEURL2,0,0,0,0,8.22,0.03990485,0.013301617
DENND2B,0,0,0,0,5.19,0.025195398,0.008398466
SH3BGRL,0,0,0,0,12.78,0.062041847,0.020680616
IDH3A,0,0,0,0,25.82,0.125345891,0.041781964
ADAM1A,0,0,0,0,3.06,0.01485509,0.004951697
SLC46A2,0,0,0,0,2.57,0.012476334,0.004158778
MLH3,0,0,0.81,0.006075152,8.18,0.039710666,0.015261939
PCNX2,0,0,0,0,5.26,0.02553522,0.00851174
DRD4A,0,0,0,0,4.1,0.019903879,0.006634626
IL13RA2,0,0,0,0,19.15,0.092965678,0.030988559
PABPC3,0,0,0.36,0.002700068,2.65,0.012864702,0.005188257
GATA3,0,0,0.2,0.001500038,33.15,0.160930142,0.054143393
CTAG1B,0,0,0,0,3.74,0.018156221,0.006052074
OLFR549,0,0,0,0,2.83,0.013738531,0.00457951
PPIL6,0,0,0,0,9.09,0.044128356,0.014709452
PBP2,0,0,0,0,6.83,0.033156949,0.011052316
TEX47,0,0,0,0,3.41,0.016554202,0.005518067
ISL1,0,0,0.36,0.002700068,14.1,0.068449925,0.023716664
H1F8,0,0,0,0,3.33,0.016165833,0.005388611
STK24-AS1,0,0,0.69,0.005175129,0,0,0.001725043
ENSG00000262165,0,0,0.69,0.005175129,0,0,0.001725043
MCM3AP-AS1,0,0,0,0,2.76,0.013398709,0.004466236
CKAP4,0,0,0.74,0.005550139,12.06,0.058546531,0.021365557
DOS,0,0,0,0,3.22,0.015631827,0.005210609
MIR466F-4,0,0,0,0,4.42,0.021457352,0.007152451
TMEM192,0,0,0,0,5.2,0.025243944,0.008414648
GPD1,0,0,0,0,35.45,0.172095733,0.057365244
SPEER4D,0,0,0,0,7.5,0.036409534,0.012136511
WBL,0,0,0,0,3.85,0.018690228,0.006230076
CRYGN2,0,0,0,0,7.71,0.037429001,0.012476334
SERPINA11,0,0,0,0,8.14,0.039516481,0.01317216
PPP3CB,0,0,2.7,0.020250506,10.06,0.048837322,0.023029276
OLFR1350,0,0,0,0,2.83,0.013738531,0.00457951
HK2,0,0,0,0,25.04,0.121559299,0.040519766
TNFAIP8L3,0,0,0,0,5.52,0.026797417,0.008932472
FN3KRP,0,0,0.36,0.002700068,5.36,0.026020681,0.009573583
PPCDC,0,0,0,0,8.83,0.042866159,0.01428872
MIR374B,0,0,0,0,13.85,0.067236274,0.022412091
VWA2,0,0,0.78,0.005850146,0,0,0.001950049
ZSWIM6,0,0,0.69,0.005175129,24.81,0.12044274,0.041872623
OLFR1535,0,0,0,0,2.98,0.014466722,0.004822241
POMT2,0,0,0,0,2.3,0.011165591,0.003721864
TTC9,0,0,0,0,14.06,0.068255741,0.022751914
KLHDC10,0,0,0,0,5.11,0.024807029,0.00826901
LOC105376412,0,0,0.97,0.007275182,0,0,0.002425061
ZNF513,0,0,0,0,2.68,0.01301034,0.00433678
PCED1A,0,0,0,0,5.34,0.025923589,0.008641196
PSMC1,0,0,14.13,0.105977649,9.83,0.047720763,0.051232804
GIT2,0,0,0,0,4.71,0.022865188,0.007621729
NUDT17,0,0,0,0,5.95,0.028884897,0.009628299
MLIP,0,0,0,0,2.39,0.011602505,0.003867502
VN1R5,0,0,0,0,3.82,0.01854459,0.00618153
SMIM10L1,0,0,0,0,2.83,0.013738531,0.00457951
MYF6,0,0,0,0,2.79,0.013544347,0.004514782
ENSG00000248601,0,0,0.69,0.005175129,0,0,0.001725043
ETV5,0,0,0.38,0.002850071,13.98,0.067867372,0.023572481
CYTIP,0,0,0.09,0.000675017,7.01,0.034030778,0.011568598
RSRC1,0,0,3.19,0.023925598,4.64,0.022525365,0.015483654
PSD4,0,0,0,0,8.35,0.040535948,0.013511983
CTDSPL2A,0,0,0,0,3.5,0.016991116,0.005663705
TPRKB,0,0,0,0,15.43,0.074906549,0.02496885
ETHE1,0,0,0.36,0.002700068,18.41,0.089373271,0.030691113
IFI47,0,0,0,0,20.07,0.097431914,0.032477305
FBL,0,0,0.74,0.005550139,6.7,0.032525851,0.012691997
TRMT1,0,0,0,0,13.96,0.06777028,0.022590093
HSP60,0,0,0,0,7.81,0.037914462,0.012638154
RPS19P6,0,0,1.5,0.011250281,0,0,0.003750094
LSMD1,0,0,0,0,3.73,0.018107675,0.006035892
UGT-19,0,0,0,0,3.07,0.014903636,0.004967879
SNRNP40,0,0,0.91,0.006825171,11.38,0.0552454,0.02069019
piR-48209-019,0,0,0.69,0.005175129,0,0,0.001725043
GNGT2A,0,0,0,0,3.58,0.017379484,0.005793161
VCANB,0,0,0,0,8.06,0.039128113,0.013042704
PHEX,0,0,0.74,0.005550139,3.78,0.018350405,0.007966848
NHLRC1,0,0,4.08,0.030600765,5.48,0.026603233,0.019067999
LOC105375411,0,0,0.69,0.005175129,0,0,0.001725043
RNF113B,0,0,0.69,0.005175129,3.2,0.015534735,0.006903288
TESMIN,0,0,0,0,12.21,0.059274722,0.019758241
MT1X,0,0,0,0,18.08,0.087771251,0.029257084
TJP2,0,0,0.09,0.000675017,10.93,0.053060828,0.017911948
APIP,0,0,0,0,12.1,0.058740716,0.019580239
H2-EB2,0,0,0,0,10.95,0.05315792,0.017719307
FBLN2,0,0,0.09,0.000675017,8.63,0.041895238,0.014190085
PDAP1,0,0,0.38,0.002850071,15.01,0.072867615,0.025239229
AD8,0,0,29,0.217505438,0,0,0.072501813
SLC7A14,0,0,0,0,2.41,0.011699597,0.003899866
GAS5,0,0,0,0,9.13,0.04432254,0.01477418
CD180,0,0,0,0,5.19,0.025195398,0.008398466
PCDHA4,0,0,0,0,6.14,0.029807272,0.009935757
MOSPD1,0,0,0,0,7.24,0.035147337,0.011715779
MIR1904,0,0,0,0,4.42,0.021457352,0.007152451
FCSK,0,0,0,0,5.59,0.02713724,0.009045747
GTF3C4,0,0,0.74,0.005550139,5.65,0.027428516,0.010992885
TLK1B,0,0,0,0,3.98,0.019321326,0.006440442
EPHX5,0,0,0,0,3.07,0.014903636,0.004967879
ELP5,0,0,0.69,0.005175129,12.75,0.061896209,0.022357113
TTC17,0,0,0,0,10.91,0.052963736,0.017654579
SLU7,0,0,0,0,7.65,0.037137725,0.012379242
RF00001-225,0,0,0.69,0.005175129,0,0,0.001725043
SERPINA1D,0,0,0,0,2.93,0.014223991,0.00474133
YWHAH,0,0,3.26,0.024450611,21.93,0.106461479,0.043637363
SLC30A2,0,0,0.09,0.000675017,21.25,0.103160348,0.034611788
LASP1,0,0,0,0,24.46,0.118743628,0.039581209
YTHDC2,0,0,0.74,0.005550139,12.39,0.060148551,0.021899563
RNF17,0,0,0,0,6.78,0.032914219,0.010971406
GRK1,0,0,0.09,0.000675017,9.12,0.044273994,0.014983004
ANKRD20A11P,0,0,0,0,3.32,0.016117287,0.005372429
CYP2D34,0,0,0,0,10.94,0.053109374,0.017703125
EDDM3B,0,0,0,0,11.51,0.055876499,0.0186255
GPR176,0,0,0,0,4.37,0.021214622,0.007071541
DOK7,0,0,0,0,5.22,0.025341036,0.008447012
EIF4A3,0,0,0.74,0.005550139,19.89,0.096558085,0.034036075
SERTAD3,0,0,0,0,11.63,0.056459051,0.018819684
NUDT5,0,0,0,0,4.58,0.022234089,0.007411363
OLR1061,0,0,0,0,3.39,0.01645711,0.005485703
RF00017-4092,0,0,0.69,0.005175129,0,0,0.001725043
ENSG00000234436,0,0,0.69,0.005175129,0,0,0.001725043
GLIPR2,0,0,0,0,16.03,0.077819312,0.025939771
PRX2540-2,0,0,0,0,8.27,0.04014758,0.013382527
EIF2B3,0,0,0,0,4.43,0.021505898,0.007168633
FERMT1,0,0,0,0,4.17,0.020243701,0.0067479
CARM1,0,0,0.09,0.000675017,2.03,0.009854847,0.003509955
ZAR1L,0,0,0,0,2.75,0.013350163,0.004450054
RAD54L2,0,0,0,0,11.61,0.056361959,0.01878732
C17ORF64,0,0,0,0,8.29,0.040244672,0.013414891
NOTUM1A,0,0,0,0,4.61,0.022379727,0.007459909
GLY-8,0,0,0,0,3.52,0.017088208,0.005696069
F35A5.8,0,0,0,0,4.99,0.024224477,0.008074826
ELMOD3,0,0,0,0,5.1,0.024758483,0.008252828
PDE4CA,0,0,0,0,4.22,0.020486431,0.00682881
GJC1,0,0,0,0,9.67,0.046944026,0.015648009
RUNX2,0,0,1.47,0.011025276,63.27,0.307150833,0.106058703
PDCD4-AS1,0,0,0,0,2.88,0.013981261,0.00466042
NDUFB9,0,0,1.26,0.009450236,22.26,0.108063498,0.039171245
TSSK6,0,0,0.36,0.002700068,6.31,0.030632555,0.011110874
NDUFB11,0,0,0.96,0.00720018,15.68,0.0761202,0.02777346
TCTN3,0,0,0.78,0.005850146,10.11,0.049080052,0.018310066
CFAP58,0,0,0.38,0.002850071,6.56,0.031846206,0.011565426
KLRF1,0,0,0,0,3.14,0.015243458,0.005081153
ASIC3,0,0,0,0,5.99,0.029079082,0.009693027
VEGFAA,0,0,0,0,2.53,0.01228215,0.00409405
SHC1,0,0,1.95,0.014625366,36.84,0.178843633,0.064489666
RNU6-976P,0,0,0.69,0.005175129,0,0,0.001725043
PTPN23,0,0,0,0,2.03,0.009854847,0.003284949
PRR12,0,0,0.69,0.005175129,0,0,0.001725043
ZFP90,0,0,0.69,0.005175129,4.76,0.023107918,0.009427682
TAF8,0,0,0.74,0.005550139,5.94,0.028836351,0.011462163
ANKRD23,0,0,0,0,2.61,0.012670518,0.004223506
KCTD16,0,0,0.09,0.000675017,2.61,0.012670518,0.004448512
SMIM12,0,0,0,0,6.48,0.031457838,0.010485946
lnc-RPL17-3,0,0,0.69,0.005175129,0,0,0.001725043
RN7SKP120,0,0,0.69,0.005175129,0,0,0.001725043
HELQ,0,0,0,0,19.03,0.092383125,0.030794375
SYTL2A,0,0,0,0,3.55,0.017233846,0.005744615
PPP1R7,0,0,0,0,8.35,0.040535948,0.013511983
CBWD2,0,0,0,0,2.95,0.014321084,0.004773695
UBA3,0,0,0.29,0.002175054,11.8,0.057284334,0.019819796
SEPHS2,0,0,0,0,16.6,0.080586436,0.026862145
GPR32,0,0,0,0,6.44,0.031263654,0.010421218
SULT1C1,0,0,0,0,7.97,0.038691199,0.012897066
CNNM2A,0,0,0,0,7.53,0.036555173,0.012185058
WDR33,0,0,0.74,0.005550139,10.19,0.049468421,0.01833952
S1PR1,0,0,0.97,0.007275182,21.89,0.106267295,0.037847492
ESPNP,0,0,0,0,2.91,0.014126899,0.004708966
CHURC1,0,0,0.36,0.002700068,11.86,0.05757561,0.020091893
SMIM3,0,0,0,0,31.23,0.151609301,0.050536434
STRIP2,0,0,0.36,0.002700068,4.92,0.023884655,0.008861574
CNGB3,0,0,0,0,10.64,0.051652993,0.017217664
CFL1L,0,0,0,0,3.41,0.016554202,0.005518067
TAS2R42,0,0,0,0,3.82,0.01854459,0.00618153
RLIM,0,0,0,0,14.13,0.068595563,0.022865188
CD99L2,0,0,0,0,9.55,0.046361474,0.015453825
TSPYL2,0,0,0,0,26.39,0.128113015,0.042704338
HK3,0,0,0,0,1.97,0.009563571,0.003187857
ZNF497,0,0,0,0,2.86,0.013884169,0.004628056
PCNX,0,0,0,0,5.14,0.024952668,0.008317556
GATA1A,0,0,0,0,2.83,0.013738531,0.00457951
PTPN18,0,0,0.49,0.003675092,7,0.033982232,0.012552441
RHOH,0,0,0,0,4.63,0.022476819,0.007492273
NOL6,0,0,0,0,7.6,0.036894995,0.012298332
OR4F21,0,0,0,0,3.98,0.019321326,0.006440442
TTYH3,0,0,0,0,4.6,0.022331181,0.007443727
ENSG00000257176,0,0,0.69,0.005175129,0,0,0.001725043
GPS2,0,0,0,0,2.37,0.011505413,0.003835138
JAML,0,0,0,0,12.24,0.05942036,0.019806787
VMAT,0,0,0,0,4.95,0.024030293,0.008010098
TBXA2R,0,0,0.74,0.005550139,21.59,0.104810913,0.036787017
MT1M,0,0,0.29,0.002175054,17.34,0.084178844,0.028784633
HPX,0,0,1.33,0.009975249,32.74,0.158939754,0.056305001
EXTL1,0,0,0,0,1.95,0.009466479,0.003155493
MFSD4A,0,0,0,0,17.74,0.086120685,0.028706895
ATP6V0E2,0,0,0,0,13.32,0.064663333,0.021554444
CYP4V8,0,0,0,0,3.44,0.01669984,0.005566613
MTRNR2L1,0,0,1.44,0.01080027,0,0,0.00360009
DEL-4,0,0,0,0,4.85,0.023544832,0.007848277
HAUS3,0,0,0.78,0.005850146,5.49,0.026651779,0.010833975
MUC12,0,0,0.69,0.005175129,6.96,0.033788048,0.012987726
DDHD2,0,0,0.38,0.002850071,12.43,0.060342735,0.021064269
AD12,0,0,28.77,0.215780395,0,0,0.071926798
FNBP1,0,0,0,0,8.67,0.042089422,0.014029807
PEX12,0,0,0,0,1.94,0.009417933,0.003139311
DDX23,0,0,0.74,0.005550139,11.63,0.056459051,0.02066973
SLC6A9,0,0,2.58,0.019350484,18.4,0.089324725,0.03622507
CRYGM5,0,0,0,0,7.71,0.037429001,0.012476334
LRRC36,0,0,0,0,2.35,0.011408321,0.003802774
RSPO1,0,0,0,0,5.01,0.024321569,0.00810719
HLFA,0,0,0,0,3.85,0.018690228,0.006230076
AIRN,0,0,0,0,5.97,0.028981989,0.009660663
LTBP1,0,0,0.78,0.005850146,19.93,0.09675227,0.034200805
RL15,0,0,0,0,9.59,0.046555658,0.015518553
MT-CO3,0,0,1.38,0.010350259,0,0,0.003450086
TPRN,0,0,0,0,13.72,0.066605175,0.022201725
DNPH1,0,0,0,0,19.77,0.095975533,0.031991844
MRPS16,0,0,1.08,0.008100203,16.47,0.079955338,0.029351847
CLNS1A,0,0,0,0,11.99,0.058206709,0.019402236
OR5K1,0,0,0,0,3.82,0.01854459,0.00618153
RNU2-9P,0,0,0.69,0.005175129,0,0,0.001725043
RRP1B,0,0,0.74,0.005550139,17.96,0.087188698,0.030912946
TUT4,0,0,0,0,15.44,0.074955095,0.024985032
FKBP2,0,0,0,0,18.29,0.088790718,0.029596906
NUDT9,0,0,0.36,0.002700068,15.71,0.076265838,0.026321969
HSALNG0056444,0,0,0.69,0.005175129,0,0,0.001725043
CCDC57,0,0,0,0,3.22,0.015631827,0.005210609
FRS2,0,0,0,0,15.33,0.074421088,0.024807029
lnc-ZCCHC7-6,0,0,0.69,0.005175129,0,0,0.001725043
NT5C1BA,0,0,0,0,3.76,0.018253313,0.006084438
ZFP939,0,0,0,0,2.9,0.014078353,0.004692784
ZCCHC8,0,0,0.91,0.006825171,5.05,0.024515753,0.010446975
FADD,0,0,2.88,0.02160054,26.82,0.130200495,0.050600345
TINAG,0,0,0,0,4.99,0.024224477,0.008074826
RNU6-1050P,0,0,0.69,0.005175129,0,0,0.001725043
RBMXL2,0,0,0,0,7.5,0.036409534,0.012136511
LDAH,0,0,0,0,15.92,0.077285305,0.025761768
MMD,0,0,1.73,0.012975324,21.59,0.104810913,0.039262079
LCN3,0,0,0,0,2.97,0.014418176,0.004806059
RSAD2,0,0,0,0,15.75,0.076460022,0.025486674
ADH5P2,0,0,0.09,0.000675017,0,0,0.000225006
ACLY,0,0,0.38,0.002850071,34.13,0.165687655,0.056179242
HESX1,0,0,0.69,0.005175129,2.38,0.011553959,0.005576363
CSRP2,0,0,0,0,23.54,0.114277392,0.038092464
CYB5B,0,0,1.05,0.007875197,24.91,0.1209282,0.042934466
SIX3OS1,0,0,0,0,3.1,0.015049274,0.005016425
MIR467F,0,0,0,0,8.41,0.040827225,0.013609075
ENSG00000236544,0,0,0.69,0.005175129,0,0,0.001725043
GTA-1,0,0,0,0,3.52,0.017088208,0.005696069
PLCD4B,0,0,0,0,4.3,0.0208748,0.006958267
CYP4A12A,0,0,0,0,8.16,0.039613573,0.013204524
SPEM2,0,0,0,0,3.21,0.015583281,0.005194427
MIR7051,0,0,0,0,4.42,0.021457352,0.007152451
ASS1P11,0,0,0,0,3.14,0.015243458,0.005081153
EIF2AK1,0,0,0.09,0.000675017,14.25,0.069178115,0.023284377
ZFP280D,0,0,0,0,5.71,0.027719792,0.009239931
AIFM3,0,0,0.38,0.002850071,7.59,0.036846449,0.013232173
PIGH,0,0,0,0,5.27,0.025583766,0.008527922
CES2A,0,0,0,0,2.15,0.0104374,0.003479133
GUCA1C,0,0,0,0,7.19,0.034904607,0.011634869
MIR507,0,0,0,0,3.65,0.017719307,0.005906436
APOBEC1,0,0,0,0,7.04,0.034176416,0.011392139
PKHD1L1,0,0,0,0,3.29,0.015971649,0.005323883
ARCN1,0,0,0.36,0.002700068,2.12,0.010291762,0.00433061
CCDC162,0,0,0,0,2.34,0.011359775,0.003786592
ZFP426,0,0,0,0,2.4,0.011651051,0.003883684
CATSPER1,0,0,0,0,3.03,0.014709452,0.004903151
INDO,0,0,0,0,3.67,0.017816399,0.0059388
ATP11C,0,0,0,0,2.46,0.011942327,0.003980776
TTN.1,0,0,0,0,6.63,0.032186028,0.010728676
PRR34-AS1,0,0,0,0,3.02,0.014660906,0.004886969
SLX4,0,0,0.36,0.002700068,8.43,0.040924317,0.014541462
USP24,0,0,1.73,0.012975324,7.73,0.037526093,0.016833806
ENSG00000228033,0,0,0.69,0.005175129,0,0,0.001725043
ENSG00000230205,0,0,0.69,0.005175129,0,0,0.001725043
ATP23,0,0,0,0,4.86,0.023593378,0.007864459
ENSG00000228005,0,0,0.69,0.005175129,0,0,0.001725043
TOX4A,0,0,0,0,3.55,0.017233846,0.005744615
GFOD2,0,0,0,0,8.72,0.042332152,0.014110717
HBG1,0,0,0.36,0.002700068,8.71,0.042283606,0.014994558
ZFP804A,0,0,0,0,7.75,0.037623186,0.012541062
FUBP1,0,0,0,0,21.5,0.104373999,0.034791333
RPUSD3,0,0,0.74,0.005550139,16.75,0.081314627,0.028954922
SPOP,0,0,0,0,8.15,0.039565027,0.013188342
ZFP46,0,0,0,0,2.28,0.011068498,0.003689499
INAB,0,0,0,0,8.8,0.04272052,0.014240173
KPNA1,0,0,0.74,0.005550139,13.56,0.065828438,0.023792859
SPTA1,0,0,0,0,2.57,0.012476334,0.004158778
PIK3C2G,0,0,0,0,7.41,0.03597262,0.011990873
PNMA5,0,0,0,0,2.65,0.012864702,0.004288234
CD3D,0,0,0,0,9.5,0.046118744,0.015372915
PLAC1,0,0,0,0,5.68,0.027574154,0.009191385
ZNF280A,0,0,0,0,2.56,0.012427788,0.004142596
ARHGAP45,0,0,1.63,0.012225306,1.87,0.009078111,0.007101139
RFC4,0,0,0.74,0.005550139,20.34,0.098742657,0.034764265
OLFR967,0,0,0,0,3.31,0.016068741,0.005356247
CYP309A1,0,0,0,0,3.39,0.01645711,0.005485703
MTL-2,0,0,0,0,20.19,0.098014467,0.032671489
LYPD6,0,0,0,0,7.83,0.038011554,0.012670518
TGTP2,0,0,0,0,11.03,0.053546289,0.017848763
ST20-AS1,0,0,0,0,6.25,0.030341279,0.01011376
TPSB2,0,0,0,0,5.01,0.024321569,0.00810719
TMEM35,0,0,0,0,2.75,0.013350163,0.004450054
GPD1B,0,0,0,0,3.27,0.015874557,0.005291519
RNU6-611P,0,0,0.69,0.005175129,0,0,0.001725043
NPSR1,0,0,0,0,6.24,0.030292733,0.010097578
VSIG2,0,0,0,0,6.2,0.030098548,0.010032849
GOSR2,0,0,2.09,0.015675392,19.96,0.096897908,0.037524433
HNRNPH2,0,0,0.74,0.005550139,17.85,0.086654692,0.030734944
ZNF570,0,0,0,0,3.14,0.015243458,0.005081153
ADH5P4,0,0,0,0,4.09,0.019855333,0.006618444
SPRR2A2,0,0,0,0,7.78,0.037768824,0.012589608
NTAN1,0,0,0,0,8.16,0.039613573,0.013204524
ZNF529-AS1,0,0,0,0,3.42,0.016602748,0.005534249
OR10K1,0,0,0,0,3.4,0.016505656,0.005501885
PROSER1,0,0,0.69,0.005175129,2.42,0.011748143,0.005641091
BMERB1,0,0,0,0,4.94,0.023981747,0.007993916
OLR1539,0,0,0,0,3.74,0.018156221,0.006052074
ITGA1,0,0,1.02,0.007650191,21.42,0.10398563,0.03721194
FGF20,0,0,1.73,0.012975324,0,0,0.004325108
KRCC1,0,0,0,0,13.73,0.066653721,0.022217907
TENT4B,0,0,0,0,5.57,0.027040148,0.009013383
APTR,0,0,0,0,3.14,0.015243458,0.005081153
SELENOO,0,0,0.69,0.005175129,2.23,0.010825768,0.005333632
SLC23A1,0,0,0,0,6.56,0.031846206,0.010615402
PLAC9A,0,0,0,0,3.1,0.015049274,0.005016425
RORAB,0,0,0,0,3.48,0.016894024,0.005631341
NTNG2B,0,0,0,0,4.12,0.020000971,0.00666699
ELOVL7,0,0,0,0,16.27,0.078984417,0.026328139
SUSD5,0,0,0,0,5.59,0.02713724,0.009045747
PFKL,0,0,4.6,0.034500863,18.34,0.089033448,0.041178104
MNT,0,0,0,0,14.69,0.071314141,0.02377138
TLN1,0,0,0.09,0.000675017,15.25,0.07403272,0.024902579
ADPRHL1,0,0,0,0,9.13,0.04432254,0.01477418
OLFR1348,0,0,0,0,3.47,0.016845478,0.005615159
UCK2,0,0,0,0,9.01,0.043739987,0.014579996
CNIH1,0,0,2.45,0.018375459,4.9,0.023787563,0.014054341
WDR18,0,0,0.69,0.005175129,8.02,0.038933929,0.014703019
HNRNPA3,0,0,0.74,0.005550139,18.19,0.088305258,0.031285132
TMCO4,0,0,0.69,0.005175129,2.14,0.010388854,0.005187994
OSM-9,0,0,0,0,4.65,0.022573911,0.007524637
MED19A,0,0,0,0,4.1,0.019903879,0.006634626
CMIP,0,0,0.09,0.000675017,4.43,0.021505898,0.007393638
SNHG6,0,0,0,0,8.99,0.043642895,0.014547632
SUGT1P1,0,0,0,0,3.31,0.016068741,0.005356247
POLR2G,0,0,0,0,18.91,0.091800573,0.030600191
RPE,0,0,0.29,0.002175054,12.03,0.058400893,0.020191982
AHSA2,0,0,0,0,13.61,0.066071169,0.022023723
GJA4,0,0,0,0,9.51,0.04616729,0.015389097
SAPCD2,0,0,0,0,13.88,0.067381912,0.022460637
SLC9A9,0,0,1.47,0.011025276,0,0,0.003675092
WWP2,0,0,0.09,0.000675017,12.04,0.058449439,0.019708152
ITPKA,0,0,0,0,6.67,0.032380213,0.010793404
RPS15AP30,0,0,0.69,0.005175129,0,0,0.001725043
PUF60A,0,0,0,0,3.98,0.019321326,0.006440442
NID2,0,0,0,0,11.69,0.056750328,0.018916776
DGAT2,0,0,0,0,23.81,0.115588135,0.038529378
MIR548AB,0,0,0.69,0.005175129,0,0,0.001725043
RNF11,0,0,2.09,0.015675392,11.43,0.05548813,0.023721174
NAT8F1,0,0,0,0,2.15,0.0104374,0.003479133
MTMR9LP,0,0,0,0,2.84,0.013787077,0.004595692
CWC22,0,0,0,0,11.81,0.05733288,0.01911096
CD82A,0,0,0,0,3.39,0.01645711,0.005485703
BCL2L15,0,0,0,0,12.04,0.058449439,0.019483146
MMP12,0,0,2.3,0.017250431,24.19,0.117432885,0.044894439
SERPINA3M,0,0,0,0,10.69,0.051895723,0.017298574
CYP2AA2,0,0,0,0,3.64,0.017670761,0.005890254
GUSBP4,0,0,0,0,10.42,0.05058498,0.01686166
MB,0,0,0.38,0.002850071,24.87,0.120734016,0.041194696
RFX5,0,0,0.09,0.000675017,7.03,0.03412787,0.011600962
MAN1A,0,0,0,0,8.06,0.039128113,0.013042704
MICALL2,0,0,0,0,11.44,0.055536677,0.018512226
ZFP946,0,0,0,0,2.7,0.013107432,0.004369144
TTTY14,0,0,0,0,16.68,0.080974805,0.026991602
MIS18A,0,0,0.61,0.004575114,6.87,0.033351134,0.012642083
CD200R2,0,0,0,0,2.68,0.01301034,0.00433678
SLC6A20,0,0,0.09,0.000675017,5.09,0.024709937,0.008461651
ELO-5,0,0,0,0,3.07,0.014903636,0.004967879
ADCY4,0,0,0,0,17.86,0.086703238,0.028901079
C56G2.15,0,0,0,0,4.99,0.024224477,0.008074826
SMAP1,0,0,0.36,0.002700068,1.94,0.009417933,0.004039334
HELLS,0,0,0.36,0.002700068,13.11,0.063643866,0.022114645
ENSG00000219867,0,0,0.69,0.005175129,0,0,0.001725043
LRFN2,0,0,0,0,2.78,0.013495801,0.0044986
CYP4F6,0,0,0,0,2.53,0.01228215,0.00409405
TUBA3E,0,0,0.96,0.00720018,0,0,0.00240006
piR-55654-285,0,0,0.69,0.005175129,0,0,0.001725043
TCTA,0,0,0,0,5.16,0.02504976,0.00834992
LGALS3BP.3,0,0,0,0,3.98,0.019321326,0.006440442
CREB3L3,0,0,0,0,12.73,0.061799116,0.020599705
lnc-LGMN-1,0,0,0.69,0.005175129,0,0,0.001725043
BTBD17,0,0,0,0,8.97,0.043545803,0.014515268
RWDD2B,0,0,0.36,0.002700068,11.79,0.057235788,0.019978619
PIK3IP1,0,0,0,0,6.8,0.033011311,0.01100377
DNAAF1,0,0,0,0,4.95,0.024030293,0.008010098
SPPL2C,0,0,0.38,0.002850071,7.82,0.037963008,0.01360436
CYYR1,0,0,0.78,0.005850146,22.69,0.110150978,0.038667041
CCIN,0,0,0.36,0.002700068,7.02,0.034079324,0.012259797
