Category,ID,Description,BgRatio,pvalue,padjust,qvalue,geneID,gene_name,rankScore,Count
BP,GO:0031295,T cell costimulation,54/18493,0.005786939,0.014629599,0.005089546,207/959,"AKT1,CD40LG",0.030595757,2
BP,GO:0006898,receptor-mediated endocytosis,346/18493,0.005911983,0.01493176,0.005194666,7422/3576/5054/948,"VEGFA,CXCL8,SERPINE1,CD36",0.055021119,4
BP,GO:0002043,blood vessel endothelial cell proliferation involved in sprouting angiogenesis,55/18493,0.005997357,0.015049026,0.005235462,7422/3162,"VEGFA,HMOX1",0.032873419,2
BP,GO:0031294,lymphocyte costimulation,55/18493,0.005997357,0.015049026,0.005235462,207/959,"AKT1,CD40LG",0.030391048,2
BP,GO:0046324,regulation of glucose import,55/18493,0.005997357,0.015049026,0.005235462,3630/207,"INS,AKT1",0.041127916,2
BP,GO:0051196,regulation of coenzyme metabolic process,55/18493,0.005997357,0.015049026,0.005235462,3630/6774,"INS,STAT3",0.040441015,2
BP,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,55/18493,0.005997357,0.015049026,0.005235462,3156/1080,"HMGCR,CFTR",0.012510952,2
BP,GO:0070498,interleukin-1-mediated signaling pathway,55/18493,0.005997357,0.015049026,0.005235462,3569/3553,"IL6,IL1B",0.039140439,2
BP,GO:0071398,cellular response to fatty acid,55/18493,0.005997357,0.015049026,0.005235462,207/5468,"AKT1,PPARG",0.036334052,2
BP,GO:0022406,membrane docking,177/18493,0.006117712,0.015336805,0.005335579,3383/7412/1080,"ICAM1,VCAM1,CFTR",0.037320322,3
BP,GO:0001960,negative regulation of cytokine-mediated signaling pathway,56/18493,0.006211241,0.015468169,0.00538128,3569/5468,"IL6,PPARG",0.037960876,2
BP,GO:0010656,negative regulation of muscle cell apoptotic process,56/18493,0.006211241,0.015468169,0.00538128,3162/3156,"HMOX1,HMGCR",0.021976881,2
BP,GO:0032890,regulation of organic acid transport,56/18493,0.006211241,0.015468169,0.00538128,207/3553,"AKT1,IL1B",0.037019539,2
BP,GO:0042130,negative regulation of T cell proliferation,56/18493,0.006211241,0.015468169,0.00538128,3586/836,"IL10,CASP3",0.032269565,2
BP,GO:0055081,anion homeostasis,56/18493,0.006211241,0.015468169,0.00538128,3630/1071,"INS,CETP",0.027799416,2
BP,GO:1903078,positive regulation of protein localization to plasma membrane,56/18493,0.006211241,0.015468169,0.00538128,207/3458,"AKT1,IFNG",0.034425919,2
BP,GO:1903749,positive regulation of establishment of protein localization to mitochondrion,56/18493,0.006211241,0.015468169,0.00538128,7157/596,"TP53,BCL2",0.023101552,2
BP,GO:0006732,coenzyme metabolic process,351/18493,0.006215859,0.015468169,0.00538128,3630/6774/5743/3156,"INS,STAT3,PTGS2,HMGCR",0.064189551,4
BP,GO:0002377,immunoglobulin production,180/18493,0.006408055,0.015851687,0.005514703,3569/3586/959,"IL6,IL10,CD40LG",0.048213286,3
BP,GO:0048639,positive regulation of developmental growth,180/18493,0.006408055,0.015851687,0.005514703,207/7422/596,"AKT1,VEGFA,BCL2",0.04254656,3
BP,GO:0017001,antibiotic catabolic process,57/18493,0.006428577,0.015851687,0.005514703,4353/847,"MPO,CAT",0.029542508,2
BP,GO:0033344,cholesterol efflux,57/18493,0.006428577,0.015851687,0.005514703,5444/1071,"PON1,CETP",0.015570381,2
BP,GO:0042093,T-helper cell differentiation,57/18493,0.006428577,0.015851687,0.005514703,3569/6774,"IL6,STAT3",0.040006764,2
BP,GO:0042108,positive regulation of cytokine biosynthetic process,57/18493,0.006428577,0.015851687,0.005514703,3553/3162,"IL1B,HMOX1",0.032078603,2
BP,GO:0046626,regulation of insulin receptor signaling pathway,57/18493,0.006428577,0.015851687,0.005514703,3630/3553,"INS,IL1B",0.038589269,2
BP,GO:0070228,regulation of lymphocyte apoptotic process,57/18493,0.006428577,0.015851687,0.005514703,7157/3586,"TP53,IL10",0.033953928,2
BP,GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process,57/18493,0.006428577,0.015851687,0.005514703,7157/596,"TP53,BCL2",0.022965836,2
BP,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,57/18493,0.006428577,0.015851687,0.005514703,7157/596,"TP53,BCL2",0.022965836,2
BP,GO:0007369,gastrulation,181/18493,0.006506639,0.016029563,0.005576585,4318/3586/4313,"MMP9,IL10,MMP2",0.047396274,3
BP,GO:0043409,negative regulation of MAPK cascade,182/18493,0.00660613,0.016245073,0.00565156,207/3553/3156,"AKT1,IL1B,HMGCR",0.043697568,3
BP,GO:0061138,morphogenesis of a branching epithelium,182/18493,0.00660613,0.016245073,0.00565156,7422/3586/596,"VEGFA,IL10,BCL2",0.039242185,3
BP,GO:0001885,endothelial cell development,58/18493,0.00664935,0.016336504,0.005683368,3553/3383,"IL1B,ICAM1",0.033194621,2
BP,GO:0030308,negative regulation of cell growth,184/18493,0.006807835,0.016695552,0.005808278,7157/5468/596,"TP53,PPARG,BCL2",0.038940758,3
BP,GO:0046328,regulation of JNK cascade,184/18493,0.006807835,0.016695552,0.005808278,207/3553/959,"AKT1,IL1B,CD40LG",0.046807865,3
BP,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,59/18493,0.006873545,0.016750396,0.005827358,3586/959,"IL10,CD40LG",0.026585334,2
BP,GO:0016444,somatic cell DNA recombination,59/18493,0.006873545,0.016750396,0.005827358,3586/959,"IL10,CD40LG",0.026585334,2
BP,GO:0032370,positive regulation of lipid transport,59/18493,0.006873545,0.016750396,0.005827358,3553/5444,"IL1B,PON1",0.026170628,2
BP,GO:0034113,heterotypic cell-cell adhesion,59/18493,0.006873545,0.016750396,0.005827358,3553/3586,"IL1B,IL10",0.033282351,2
BP,GO:0072678,T cell migration,59/18493,0.006873545,0.016750396,0.005827358,6347/3383,"CCL2,ICAM1",0.033483454,2
BP,GO:1902686,mitochondrial outer membrane permeabilization involved in programmed cell death,59/18493,0.006873545,0.016750396,0.005827358,7157/596,"TP53,BCL2",0.022660255,2
BP,GO:2000401,regulation of lymphocyte migration,59/18493,0.006873545,0.016750396,0.005827358,207/6347,"AKT1,CCL2",0.036803067,2
BP,GO:1902806,regulation of cell cycle G1/S phase transition,185/18493,0.006910054,0.01682421,0.005853038,6347/7157/596,"CCL2,TP53,BCL2",0.040262608,3
BP,GO:0001658,branching involved in ureteric bud morphogenesis,60/18493,0.007101148,0.017227448,0.005993322,7422/596,"VEGFA,BCL2",0.022666335,2
BP,GO:0016445,somatic diversification of immunoglobulins,60/18493,0.007101148,0.017227448,0.005993322,3586/959,"IL10,CD40LG",0.026402768,2
BP,GO:0060135,maternal process involved in female pregnancy,60/18493,0.007101148,0.017227448,0.005993322,207/5743,"AKT1,PTGS2",0.035406813,2
BP,GO:0060761,negative regulation of response to cytokine stimulus,60/18493,0.007101148,0.017227448,0.005993322,3569/5468,"IL6,PPARG",0.036980027,2
BP,GO:0045088,regulation of innate immune response,365/18493,0.007121869,0.017262236,0.006005424,3630/5468/3458/948,"INS,PPARG,IFNG,CD36",0.055497463,4
BP,GO:0010952,positive regulation of peptidase activity,189/18493,0.007328092,0.01769264,0.006155159,6774/5468/836,"STAT3,PPARG,CASP3",0.049590427,3
BP,GO:0071897,DNA biosynthetic process,189/18493,0.007328092,0.01769264,0.006155159,7157/5468/5594,"TP53,PPARG,MAPK1",0.048974004,3
BP,GO:0035794,positive regulation of mitochondrial membrane permeability,61/18493,0.007332144,0.01769264,0.006155159,7157/596,"TP53,BCL2",0.022356997,2
BP,GO:0048747,muscle fiber development,61/18493,0.007332144,0.01769264,0.006155159,7422/596,"VEGFA,BCL2",0.022517628,2
BP,GO:1900076,regulation of cellular response to insulin stimulus,61/18493,0.007332144,0.01769264,0.006155159,3630/3553,"INS,IL1B",0.037566243,2
BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,191/18493,0.007542635,0.018184339,0.006326218,6347/7157/596,"CCL2,TP53,BCL2",0.039496357,3
BP,GO:0035773,insulin secretion involved in cellular response to glucose stimulus,62/18493,0.007566518,0.018193273,0.006329326,3156/1080,"HMGCR,CFTR",0.01194528,2
BP,GO:0045685,regulation of glial cell differentiation,62/18493,0.007566518,0.018193273,0.006329326,5468/2147,"PPARG,F2",0.026098136,2
BP,GO:0046530,photoreceptor cell differentiation,62/18493,0.007566518,0.018193273,0.006329326,6774/7422,"STAT3,VEGFA",0.035297663,2
BP,GO:0042692,muscle cell differentiation,373/18493,0.007677019,0.018442573,0.006416056,207/7422/836/596,"AKT1,VEGFA,CASP3,BCL2",0.056152853,4
BP,GO:0030278,regulation of ossification,193/18493,0.007760882,0.018627493,0.006480389,3569/5594/596,"IL6,MAPK1,BCL2",0.041187772,3
BP,GO:0010676,positive regulation of cellular carbohydrate metabolic process,63/18493,0.007804257,0.018648864,0.006487824,3630/207,"INS,AKT1",0.039025949,2
BP,GO:0046323,glucose import,63/18493,0.007804257,0.018648864,0.006487824,3630/207,"INS,AKT1",0.039025949,2
BP,GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,63/18493,0.007804257,0.018648864,0.006487824,7157/596,"TP53,BCL2",0.022065322,2
BP,GO:1904377,positive regulation of protein localization to cell periphery,63/18493,0.007804257,0.018648864,0.006487824,207/3458,"AKT1,IFNG",0.03288173,2
BP,GO:1905710,positive regulation of membrane permeability,63/18493,0.007804257,0.018648864,0.006487824,7157/596,"TP53,BCL2",0.022065322,2
BP,GO:0060541,respiratory system development,194/18493,0.007871398,0.018792703,0.006537864,7422/5594/4846,"VEGFA,MAPK1,NOS3",0.047434266,3
BP,GO:0031343,positive regulation of cell killing,64/18493,0.008045345,0.01914042,0.006658833,3458/4843,"IFNG,NOS2",0.025802302,2
BP,GO:0050795,regulation of behavior,64/18493,0.008045345,0.01914042,0.006658833,3630/6774,"INS,STAT3",0.038123427,2
BP,GO:0051785,positive regulation of nuclear division,64/18493,0.008045345,0.01914042,0.006658833,3630/3553,"INS,IL1B",0.036833898,2
BP,GO:0071242,cellular response to ammonium ion,64/18493,0.008045345,0.01914042,0.006658833,5594/836,"MAPK1,CASP3",0.030511272,2
BP,GO:0001763,morphogenesis of a branching structure,196/18493,0.008095228,0.019242173,0.006694232,7422/3586/596,"VEGFA,IL10,BCL2",0.037629483,3
BP,GO:0014823,response to activity,65/18493,0.008289768,0.019635571,0.006831093,3586/847,"IL10,CAT",0.029142423,2
BP,GO:0033627,cell adhesion mediated by integrin,65/18493,0.008289768,0.019635571,0.006831093,3383/5054,"ICAM1,SERPINE1",0.029271754,2
BP,GO:0046888,negative regulation of hormone secretion,65/18493,0.008289768,0.019635571,0.006831093,3553/3156,"IL1B,HMGCR",0.023274236,2
BP,GO:0060675,ureteric bud morphogenesis,65/18493,0.008289768,0.019635571,0.006831093,7422/596,"VEGFA,BCL2",0.021936108,2
BP,GO:0097164,ammonium ion metabolic process,199/18493,0.008437992,0.019969175,0.006947152,5444/7941/1071,"PON1,PLA2G7,CETP",0.020983945,3
BP,GO:0002709,regulation of T cell mediated immunity,66/18493,0.008537512,0.020134236,0.007004575,3569/3553,"IL6,IL1B",0.036425255,2
BP,GO:0032387,negative regulation of intracellular transport,66/18493,0.008537512,0.020134236,0.007004575,3162/948,"HMOX1,CD36",0.0177867,2
BP,GO:0050918,positive chemotaxis,66/18493,0.008537512,0.020134236,0.007004575,7422/3576,"VEGFA,CXCL8",0.033206963,2
BP,GO:0072171,mesonephric tubule morphogenesis,66/18493,0.008537512,0.020134236,0.007004575,7422/596,"VEGFA,BCL2",0.02179614,2
BP,GO:0045454,cell redox homeostasis,67/18493,0.008788562,0.02070824,0.007204267,4846/4843,"NOS3,NOS2",0.025900004,2
BP,GO:0046434,organophosphate catabolic process,203/18493,0.008908184,0.020971834,0.00729597,3630/6774/5444,"INS,STAT3,PON1",0.045762931,3
BP,GO:0045787,positive regulation of cell cycle,390/18493,0.008950255,0.021052556,0.007324053,3630/7157/3553/3586,"INS,TP53,IL1B,IL10",0.067576627,4
BP,GO:0017157,regulation of exocytosis,204/18493,0.009028096,0.02110531,0.007342406,3458/3162/1080,"IFNG,HMOX1,CFTR",0.032304052,3
BP,GO:0006625,protein targeting to peroxisome,68/18493,0.009042904,0.02110531,0.007342406,847/4843,"CAT,NOS2",0.024770995,2
BP,GO:0033692,cellular polysaccharide biosynthetic process,68/18493,0.009042904,0.02110531,0.007342406,3630/207,"INS,AKT1",0.03781322,2
BP,GO:0042698,ovulation cycle,68/18493,0.009042904,0.02110531,0.007342406,836/4846,"CASP3,NOS3",0.029041788,2
BP,GO:0050805,negative regulation of synaptic transmission,68/18493,0.009042904,0.02110531,0.007342406,3553/5743,"IL1B,PTGS2",0.031747622,2
BP,GO:0051453,regulation of intracellular pH,68/18493,0.009042904,0.02110531,0.007342406,596/1080,"BCL2,CFTR",0.009828104,2
BP,GO:0051881,regulation of mitochondrial membrane potential,68/18493,0.009042904,0.02110531,0.007342406,207/596,"AKT1,BCL2",0.02306149,2
BP,GO:0072662,protein localization to peroxisome,68/18493,0.009042904,0.02110531,0.007342406,847/4843,"CAT,NOS2",0.024770995,2
BP,GO:0072663,establishment of protein localization to peroxisome,68/18493,0.009042904,0.02110531,0.007342406,847/4843,"CAT,NOS2",0.024770995,2
BP,GO:0002200,somatic diversification of immune receptors,69/18493,0.009300524,0.021631914,0.007525608,3586/959,"IL10,CD40LG",0.024922681,2
BP,GO:0040014,regulation of multicellular organism growth,69/18493,0.009300524,0.021631914,0.007525608,6774/596,"STAT3,BCL2",0.022286674,2
BP,GO:0042440,pigment metabolic process,69/18493,0.009300524,0.021631914,0.007525608,3162/596,"HMOX1,BCL2",0.018545051,2
BP,GO:0043574,peroxisomal transport,69/18493,0.009300524,0.021631914,0.007525608,847/4843,"CAT,NOS2",0.024612766,2
BP,GO:0032945,negative regulation of mononuclear cell proliferation,70/18493,0.009561407,0.02218148,0.007716799,3586/836,"IL10,CASP3",0.029479351,2
BP,GO:0050672,negative regulation of lymphocyte proliferation,70/18493,0.009561407,0.02218148,0.007716799,3586/836,"IL10,CASP3",0.029479351,2
BP,GO:1903747,regulation of establishment of protein localization to mitochondrion,70/18493,0.009561407,0.02218148,0.007716799,7157/596,"TP53,BCL2",0.021104057,2
BP,GO:0048762,mesenchymal cell differentiation,210/18493,0.00976755,0.022640293,0.007876417,3553/5594/596,"IL1B,MAPK1,BCL2",0.035621274,3
BP,GO:0034381,plasma lipoprotein particle clearance,71/18493,0.00982554,0.022716312,0.007902863,3162/948,"HMOX1,CD36",0.017237151,2
BP,GO:0061180,mammary gland epithelium development,71/18493,0.00982554,0.022716312,0.007902863,207/5594,"AKT1,MAPK1",0.032551257,2
BP,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,71/18493,0.00982554,0.022716312,0.007902863,3576/2147,"CXCL8,F2",0.025563166,2
BP,GO:1901988,negative regulation of cell cycle phase transition,211/18493,0.009894137,0.022855372,0.007951241,6347/7157/596,"CCL2,TP53,BCL2",0.037242942,3
BP,GO:0006417,regulation of translation,402/18493,0.009927948,0.022913907,0.007971605,3569/207/6774/5594,"IL6,AKT1,STAT3,MAPK1",0.0689267,4
BP,GO:0016064,immunoglobulin mediated immune response,212/18493,0.010021684,0.023090848,0.008033162,1401/3586/959,"CRP,IL10,CD40LG",0.040432023,3
BP,GO:0045732,positive regulation of protein catabolic process,212/18493,0.010021684,0.023090848,0.008033162,207/3553/3458,"AKT1,IL1B,IFNG",0.046925797,3
BP,GO:0002312,B cell activation involved in immune response,72/18493,0.010092908,0.023235162,0.008083368,3586/959,"IL10,CD40LG",0.024457869,2
BP,GO:0007254,JNK cascade,213/18493,0.010150192,0.023327332,0.008115433,207/3553/959,"AKT1,IL1B,CD40LG",0.042982325,3
BP,GO:0019724,B cell mediated immunity,213/18493,0.010150192,0.023327332,0.008115433,1401/3586/959,"CRP,IL10,CD40LG",0.040322696,3
BP,GO:0001649,osteoblast differentiation,214/18493,0.010279663,0.023604828,0.008211973,3569/207/847,"IL6,AKT1,CAT",0.049779193,3
BP,GO:0005977,glycogen metabolic process,73/18493,0.010363497,0.02377715,0.008271922,3630/207,"INS,AKT1",0.036644978,2
BP,GO:0001933,negative regulation of protein phosphorylation,408/18493,0.010441953,0.023936851,0.008327481,207/3553/836/3156,"AKT1,IL1B,CASP3,HMGCR",0.053756645,4
BP,GO:0000271,polysaccharide biosynthetic process,74/18493,0.010637293,0.024220437,0.008426139,3630/207,"INS,AKT1",0.036463943,2
BP,GO:0006073,cellular glucan metabolic process,74/18493,0.010637293,0.024220437,0.008426139,3630/207,"INS,AKT1",0.036463943,2
BP,GO:0006096,glycolytic process,74/18493,0.010637293,0.024220437,0.008426139,3630/6774,"INS,STAT3",0.035854937,2
BP,GO:0007492,endoderm development,74/18493,0.010637293,0.024220437,0.008426139,4318/4313,"MMP9,MMP2",0.02799019,2
BP,GO:0015914,phospholipid transport,74/18493,0.010637293,0.024220437,0.008426139,5243/1071,"ABCB1,CETP",0.011631216,2
BP,GO:0044042,glucan metabolic process,74/18493,0.010637293,0.024220437,0.008426139,3630/207,"INS,AKT1",0.036463943,2
BP,GO:0072078,nephron tubule morphogenesis,74/18493,0.010637293,0.024220437,0.008426139,7422/596,"VEGFA,BCL2",0.020764887,2
BP,GO:1903578,regulation of ATP metabolic process,74/18493,0.010637293,0.024220437,0.008426139,3630/6774,"INS,STAT3",0.035854937,2
BP,GO:0009108,coenzyme biosynthetic process,217/18493,0.010673865,0.024283266,0.008447997,3630/6774/5743,"INS,STAT3,PTGS2",0.050826335,3
BP,GO:0072331,signal transduction by p53 class mediator,218/18493,0.0108072,0.024565945,0.008546339,207/7157/596,"AKT1,TP53,BCL2",0.037901684,3
BP,GO:0001937,negative regulation of endothelial cell proliferation,75/18493,0.010914283,0.024726244,0.008602106,6347/5468,"CCL2,PPARG",0.030667037,2
BP,GO:0006695,cholesterol biosynthetic process,75/18493,0.010914283,0.024726244,0.008602106,3156/1080,"HMGCR,CFTR",0.01103057,2
BP,GO:0006757,ATP generation from ADP,75/18493,0.010914283,0.024726244,0.008602106,3630/6774,"INS,STAT3",0.035655756,2
BP,GO:0070664,negative regulation of leukocyte proliferation,75/18493,0.010914283,0.024726244,0.008602106,3586/836,"IL10,CASP3",0.028638684,2
BP,GO:0001910,regulation of leukocyte mediated cytotoxicity,76/18493,0.011194451,0.025234159,0.008778807,3383/4843,"ICAM1,NOS2",0.025103437,2
BP,GO:0043407,negative regulation of MAP kinase activity,76/18493,0.011194451,0.025234159,0.008778807,3553/3156,"IL1B,HMGCR",0.021788774,2
BP,GO:0072088,nephron epithelium morphogenesis,76/18493,0.011194451,0.025234159,0.008778807,7422/596,"VEGFA,BCL2",0.020536051,2
BP,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,76/18493,0.011194451,0.025234159,0.008778807,7157/596,"TP53,BCL2",0.020389556,2
BP,GO:1902653,secondary alcohol biosynthetic process,76/18493,0.011194451,0.025234159,0.008778807,3156/1080,"HMGCR,CFTR",0.01096995,2
BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,76/18493,0.011194451,0.025234159,0.008778807,3458/948,"IFNG,CD36",0.016861122,2
BP,GO:0031016,pancreas development,77/18493,0.011477785,0.025829791,0.008986023,3569/207,"IL6,AKT1",0.035892125,2
BP,GO:0060291,long-term synaptic potentiation,77/18493,0.011477785,0.025829791,0.008986023,3630/5594,"INS,MAPK1",0.033023186,2
BP,GO:0009064,glutamine family amino acid metabolic process,78/18493,0.01176427,0.026343006,0.009164567,4846/4843,"NOS3,NOS2",0.024292312,2
BP,GO:0034644,cellular response to UV,78/18493,0.01176427,0.026343006,0.009164567,7157/5743,"TP53,PTGS2",0.030118988,2
BP,GO:0042866,pyruvate biosynthetic process,78/18493,0.01176427,0.026343006,0.009164567,3630/6774,"INS,STAT3",0.035045372,2
BP,GO:0051289,protein homotetramerization,78/18493,0.01176427,0.026343006,0.009164567,7157/847,"TP53,CAT",0.028072887,2
BP,GO:0061333,renal tubule morphogenesis,78/18493,0.01176427,0.026343006,0.009164567,7422/596,"VEGFA,BCL2",0.02029604,2
BP,GO:0072028,nephron morphogenesis,78/18493,0.01176427,0.026343006,0.009164567,7422/596,"VEGFA,BCL2",0.02029604,2
BP,GO:0046777,protein autophosphorylation,227/18493,0.012050996,0.026902459,0.009359198,3630/207/7422,"INS,AKT1,VEGFA",0.050940336,3
BP,GO:0007045,cell-substrate adherens junction assembly,79/18493,0.012053893,0.026902459,0.009359198,7422/596,"VEGFA,BCL2",0.020178753,2
BP,GO:0046470,phosphatidylcholine metabolic process,79/18493,0.012053893,0.026902459,0.009359198,5444/1071,"PON1,CETP",0.013583201,2
BP,GO:0048041,focal adhesion assembly,79/18493,0.012053893,0.026902459,0.009359198,7422/596,"VEGFA,BCL2",0.020178753,2
BP,GO:0051607,defense response to virus,228/18493,0.012194083,0.027192906,0.009460243,3569/3458/596,"IL6,IFNG,BCL2",0.036038725,3
BP,GO:0045913,positive regulation of carbohydrate metabolic process,80/18493,0.012346639,0.027487785,0.009562829,3630/207,"INS,AKT1",0.035223718,2
BP,GO:0048013,ephrin receptor signaling pathway,80/18493,0.012346639,0.027487785,0.009562829,4318/4313,"MMP9,MMP2",0.027038177,2
BP,GO:0044282,small molecule catabolic process,431/18493,0.012572204,0.027966951,0.009729528,207/4846/4843/5444,"AKT1,NOS3,NOS2,PON1",0.048534201,4
BP,GO:0007031,peroxisome organization,81/18493,0.012642495,0.028054102,0.009759847,847/4843,"CAT,NOS2",0.022943712,2
BP,GO:0016126,sterol biosynthetic process,81/18493,0.012642495,0.028054102,0.009759847,3156/1080,"HMGCR,CFTR",0.01065412,2
BP,GO:0032088,negative regulation of NF-kappaB transcription factor activity,81/18493,0.012642495,0.028054102,0.009759847,3586/847,"IL10,CAT",0.026496954,2
BP,GO:0014031,mesenchymal cell development,82/18493,0.012941448,0.028693948,0.009982446,5594/596,"MAPK1,BCL2",0.018496083,2
BP,GO:0014910,regulation of smooth muscle cell migration,83/18493,0.013243483,0.029267664,0.010182038,5054/596,"SERPINE1,BCL2",0.017186904,2
BP,GO:0034637,cellular carbohydrate biosynthetic process,83/18493,0.013243483,0.029267664,0.010182038,3630/207,"INS,AKT1",0.034608809,2
BP,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,83/18493,0.013243483,0.029267664,0.010182038,207/4318,"AKT1,MMP9",0.031003547,2
BP,GO:0045921,positive regulation of exocytosis,83/18493,0.013243483,0.029267664,0.010182038,3458/1080,"IFNG,CFTR",0.017048074,2
BP,GO:0042446,hormone biosynthetic process,84/18493,0.013548587,0.029868727,0.010391144,3553/3458,"IL1B,IFNG",0.027272991,2
BP,GO:0046031,ADP metabolic process,84/18493,0.013548587,0.029868727,0.010391144,3630/6774,"INS,STAT3",0.033834879,2
BP,GO:0050886,endocrine process,84/18493,0.013548587,0.029868727,0.010391144,3553/4846,"IL1B,NOS3",0.027826457,2
BP,GO:0032412,regulation of ion transmembrane transporter activity,238/18493,0.013679125,0.030131948,0.010482717,4318/5243/1080,"MMP9,ABCB1,CFTR",0.024248232,3
BP,GO:0002028,regulation of sodium ion transport,85/18493,0.013856746,0.030498371,0.010610193,207/4846,"AKT1,NOS3",0.029370066,2
BP,GO:0006839,mitochondrial transport,241/18493,0.014143936,0.031079893,0.010812501,6774/7157/596,"STAT3,TP53,BCL2",0.034928335,3
BP,GO:0007050,cell cycle arrest,241/18493,0.014143936,0.031079893,0.010812501,7157/3576/3458,"TP53,CXCL8,IFNG",0.041779639,3
BP,GO:0045844,positive regulation of striated muscle tissue development,86/18493,0.014167947,0.031082155,0.010813288,3156/596,"HMGCR,BCL2",0.010479373,2
BP,GO:0048636,positive regulation of muscle organ development,86/18493,0.014167947,0.031082155,0.010813288,3156/596,"HMGCR,BCL2",0.010479373,2
BP,GO:0006112,energy reserve metabolic process,87/18493,0.014482177,0.031617666,0.010999589,3630/207,"INS,AKT1",0.033851877,2
BP,GO:0031058,positive regulation of histone modification,87/18493,0.014482177,0.031617666,0.010999589,7422/3553,"VEGFA,IL1B",0.029302965,2
BP,GO:0032612,interleukin-1 production,87/18493,0.014482177,0.031617666,0.010999589,3586/948,"IL10,CD36",0.017108561,2
BP,GO:0070098,chemokine-mediated signaling pathway,87/18493,0.014482177,0.031617666,0.010999589,6347/3576,"CCL2,CXCL8",0.029460918,2
BP,GO:1901863,positive regulation of muscle tissue development,87/18493,0.014482177,0.031617666,0.010999589,3156/596,"HMGCR,BCL2",0.010427802,2
BP,GO:2000106,regulation of leukocyte apoptotic process,87/18493,0.014482177,0.031617666,0.010999589,7157/3586,"TP53,IL10",0.028297451,2
BP,GO:0072659,protein localization to plasma membrane,244/18493,0.014617701,0.031887807,0.011093569,3630/207/3458,"INS,AKT1,IFNG",0.046079157,3
BP,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,88/18493,0.014799421,0.032232233,0.011213393,5468/836,"PPARG,CASP3",0.026689114,2
BP,GO:0034333,adherens junction assembly,88/18493,0.014799421,0.032232233,0.011213393,7422/596,"VEGFA,BCL2",0.019169969,2
BP,GO:0034248,regulation of cellular amide metabolic process,453/18493,0.014854939,0.03232712,0.011246404,3569/207/6774/5594,"IL6,AKT1,STAT3,MAPK1",0.062644413,4
BP,GO:0009791,post-embryonic development,89/18493,0.015119666,0.032876767,0.011437622,7422/596,"VEGFA,BCL2",0.019059467,2
BP,GO:0003012,muscle system process,456/18493,0.01518531,0.032992982,0.011478053,3553/5743/4846/3162,"IL1B,PTGS2,NOS3,HMOX1",0.052891761,4
BP,GO:0009308,amine metabolic process,90/18493,0.0154429,0.033418436,0.011626065,3630/7412,"INS,VCAM1",0.030322199,2
BP,GO:0014909,smooth muscle cell migration,90/18493,0.0154429,0.033418436,0.011626065,5054/596,"SERPINE1,BCL2",0.016541413,2
BP,GO:0045069,regulation of viral genome replication,90/18493,0.0154429,0.033418436,0.011626065,3576/596,"CXCL8,BCL2",0.018715869,2
BP,GO:0048145,regulation of fibroblast proliferation,90/18493,0.0154429,0.033418436,0.011626065,7157/5468,"TP53,PPARG",0.027945,2
BP,GO:1901184,regulation of ERBB signaling pathway,90/18493,0.0154429,0.033418436,0.011626065,207/4318,"AKT1,MMP9",0.029839143,2
BP,GO:0045639,positive regulation of myeloid cell differentiation,91/18493,0.015769108,0.034042648,0.011843225,6774/3458,"STAT3,IFNG",0.027358751,2
BP,GO:0048010,vascular endothelial growth factor receptor signaling pathway,91/18493,0.015769108,0.034042648,0.011843225,7422/3553,"VEGFA,IL1B",0.028676037,2
BP,GO:0048144,fibroblast proliferation,91/18493,0.015769108,0.034042648,0.011843225,7157/5468,"TP53,PPARG",0.027792833,2
BP,GO:0006165,nucleoside diphosphate phosphorylation,92/18493,0.016098278,0.034670256,0.012061566,3630/6774,"INS,STAT3",0.032398294,2
BP,GO:0042632,cholesterol homeostasis,92/18493,0.016098278,0.034670256,0.012061566,4023/1071,"LPL,CETP",0.013696901,2
BP,GO:0043255,regulation of carbohydrate biosynthetic process,92/18493,0.016098278,0.034670256,0.012061566,3630/207,"INS,AKT1",0.032948588,2
BP,GO:0055092,sterol homeostasis,93/18493,0.016430396,0.035276173,0.012272361,4023/1071,"LPL,CETP",0.013626313,2
BP,GO:0072080,nephron tubule development,93/18493,0.016430396,0.035276173,0.012272361,7422/596,"VEGFA,BCL2",0.018666325,2
BP,GO:0090277,positive regulation of peptide hormone secretion,93/18493,0.016430396,0.035276173,0.012272361,3630/1080,"INS,CFTR",0.021307287,2
BP,GO:0007281,germ cell development,255/18493,0.016431785,0.035276173,0.012272361,207/596/1080,"AKT1,BCL2,CFTR",0.024187858,3
BP,GO:0046939,nucleotide phosphorylation,94/18493,0.016765448,0.035878589,0.012481938,3630/6774,"INS,STAT3",0.032068145,2
